nursery,parents,has_nurs,form,children,housing,finance,social,health,class
n7078,pretentious,critical,complete,more,convenient,convenient,slightly_prob,recommended,priority
n7079,pretentious,critical,complete,more,convenient,convenient,slightly_prob,priority,spec_prior
n7080,pretentious,critical,complete,more,convenient,convenient,slightly_prob,not_recom,not_recom
n7081,pretentious,critical,complete,more,convenient,convenient,problematic,recommended,spec_prior
n7082,pretentious,critical,complete,more,convenient,convenient,problematic,priority,spec_prior
n7083,pretentious,critical,complete,more,convenient,convenient,problematic,not_recom,not_recom
n7084,pretentious,critical,complete,more,convenient,inconv,nonprob,recommended,spec_prior
n7085,pretentious,critical,complete,more,convenient,inconv,nonprob,priority,spec_prior
n7086,pretentious,critical,complete,more,convenient,inconv,nonprob,not_recom,not_recom
n7087,pretentious,critical,complete,more,convenient,inconv,slightly_prob,recommended,spec_prior
n7088,pretentious,critical,complete,more,convenient,inconv,slightly_prob,priority,spec_prior
n7089,pretentious,critical,complete,more,convenient,inconv,slightly_prob,not_recom,not_recom
n7090,pretentious,critical,complete,more,convenient,inconv,problematic,recommended,spec_prior
n7091,pretentious,critical,complete,more,convenient,inconv,problematic,priority,spec_prior
n7092,pretentious,critical,complete,more,convenient,inconv,problematic,not_recom,not_recom
n7093,pretentious,critical,complete,more,less_conv,convenient,nonprob,recommended,spec_prior
n7094,pretentious,critical,complete,more,less_conv,convenient,nonprob,priority,spec_prior
n7095,pretentious,critical,complete,more,less_conv,convenient,nonprob,not_recom,not_recom
n7096,pretentious,critical,complete,more,less_conv,convenient,slightly_prob,recommended,spec_prior
n7097,pretentious,critical,complete,more,less_conv,convenient,slightly_prob,priority,spec_prior
n7098,pretentious,critical,complete,more,less_conv,convenient,slightly_prob,not_recom,not_recom
n7099,pretentious,critical,complete,more,less_conv,convenient,problematic,recommended,spec_prior
n7100,pretentious,critical,complete,more,less_conv,convenient,problematic,priority,spec_prior
n7101,pretentious,critical,complete,more,less_conv,convenient,problematic,not_recom,not_recom
n7102,pretentious,critical,complete,more,less_conv,inconv,nonprob,recommended,spec_prior
n7103,pretentious,critical,complete,more,less_conv,inconv,nonprob,priority,spec_prior
n7104,pretentious,critical,complete,more,less_conv,inconv,nonprob,not_recom,not_recom
n7105,pretentious,critical,complete,more,less_conv,inconv,slightly_prob,recommended,spec_prior
n7106,pretentious,critical,complete,more,less_conv,inconv,slightly_prob,priority,spec_prior
n7107,pretentious,critical,complete,more,less_conv,inconv,slightly_prob,not_recom,not_recom
n7108,pretentious,critical,complete,more,less_conv,inconv,problematic,recommended,spec_prior
n7109,pretentious,critical,complete,more,less_conv,inconv,problematic,priority,spec_prior
n7110,pretentious,critical,complete,more,less_conv,inconv,problematic,not_recom,not_recom
n7111,pretentious,critical,complete,more,critical,convenient,nonprob,recommended,spec_prior
n7112,pretentious,critical,complete,more,critical,convenient,nonprob,priority,spec_prior
n7113,pretentious,critical,complete,more,critical,convenient,nonprob,not_recom,not_recom
n7114,pretentious,critical,complete,more,critical,convenient,slightly_prob,recommended,spec_prior
n7115,pretentious,critical,complete,more,critical,convenient,slightly_prob,priority,spec_prior
n7116,pretentious,critical,complete,more,critical,convenient,slightly_prob,not_recom,not_recom
n7117,pretentious,critical,complete,more,critical,convenient,problematic,recommended,spec_prior
n7118,pretentious,critical,complete,more,critical,convenient,problematic,priority,spec_prior
n7119,pretentious,critical,complete,more,critical,convenient,problematic,not_recom,not_recom
n7120,pretentious,critical,complete,more,critical,inconv,nonprob,recommended,spec_prior
n7121,pretentious,critical,complete,more,critical,inconv,nonprob,priority,spec_prior
n7122,pretentious,critical,complete,more,critical,inconv,nonprob,not_recom,not_recom
n7123,pretentious,critical,complete,more,critical,inconv,slightly_prob,recommended,spec_prior
n7124,pretentious,critical,complete,more,critical,inconv,slightly_prob,priority,spec_prior
n7125,pretentious,critical,complete,more,critical,inconv,slightly_prob,not_recom,not_recom
n7126,pretentious,critical,complete,more,critical,inconv,problematic,recommended,spec_prior
n7127,pretentious,critical,complete,more,critical,inconv,problematic,priority,spec_prior
n7128,pretentious,critical,complete,more,critical,inconv,problematic,not_recom,not_recom
n7129,pretentious,critical,completed,1,convenient,convenient,nonprob,recommended,priority
n7130,pretentious,critical,completed,1,convenient,convenient,nonprob,priority,spec_prior
n7131,pretentious,critical,completed,1,convenient,convenient,nonprob,not_recom,not_recom
n7132,pretentious,critical,completed,1,convenient,convenient,slightly_prob,recommended,priority
n7133,pretentious,critical,completed,1,convenient,convenient,slightly_prob,priority,spec_prior
n7134,pretentious,critical,completed,1,convenient,convenient,slightly_prob,not_recom,not_recom
n7135,pretentious,critical,completed,1,convenient,convenient,problematic,recommended,spec_prior
n7136,pretentious,critical,completed,1,convenient,convenient,problematic,priority,spec_prior
n7137,pretentious,critical,completed,1,convenient,convenient,problematic,not_recom,not_recom
n7138,pretentious,critical,completed,1,convenient,inconv,nonprob,recommended,priority
n7139,pretentious,critical,completed,1,convenient,inconv,nonprob,priority,spec_prior
n7140,pretentious,critical,completed,1,convenient,inconv,nonprob,not_recom,not_recom
n7141,pretentious,critical,completed,1,convenient,inconv,slightly_prob,recommended,priority
n7142,pretentious,critical,completed,1,convenient,inconv,slightly_prob,priority,spec_prior
n7143,pretentious,critical,completed,1,convenient,inconv,slightly_prob,not_recom,not_recom
n7144,pretentious,critical,completed,1,convenient,inconv,problematic,recommended,spec_prior
n7145,pretentious,critical,completed,1,convenient,inconv,problematic,priority,spec_prior
n7146,pretentious,critical,completed,1,convenient,inconv,problematic,not_recom,not_recom
n7147,pretentious,critical,completed,1,less_conv,convenient,nonprob,recommended,priority
n7148,pretentious,critical,completed,1,less_conv,convenient,nonprob,priority,spec_prior
n7149,pretentious,critical,completed,1,less_conv,convenient,nonprob,not_recom,not_recom
n7150,pretentious,critical,completed,1,less_conv,convenient,slightly_prob,recommended,priority
n7151,pretentious,critical,completed,1,less_conv,convenient,slightly_prob,priority,spec_prior
n7152,pretentious,critical,completed,1,less_conv,convenient,slightly_prob,not_recom,not_recom
n7153,pretentious,critical,completed,1,less_conv,convenient,problematic,recommended,spec_prior
n7154,pretentious,critical,completed,1,less_conv,convenient,problematic,priority,spec_prior
n7155,pretentious,critical,completed,1,less_conv,convenient,problematic,not_recom,not_recom
n7156,pretentious,critical,completed,1,less_conv,inconv,nonprob,recommended,priority
n7157,pretentious,critical,completed,1,less_conv,inconv,nonprob,priority,spec_prior
n7158,pretentious,critical,completed,1,less_conv,inconv,nonprob,not_recom,not_recom
n7159,pretentious,critical,completed,1,less_conv,inconv,slightly_prob,recommended,priority
n7160,pretentious,critical,completed,1,less_conv,inconv,slightly_prob,priority,spec_prior
n7161,pretentious,critical,completed,1,less_conv,inconv,slightly_prob,not_recom,not_recom
n7162,pretentious,critical,completed,1,less_conv,inconv,problematic,recommended,spec_prior
n7163,pretentious,critical,completed,1,less_conv,inconv,problematic,priority,spec_prior
n7164,pretentious,critical,completed,1,less_conv,inconv,problematic,not_recom,not_recom
n7165,pretentious,critical,completed,1,critical,convenient,nonprob,recommended,spec_prior
n7166,pretentious,critical,completed,1,critical,convenient,nonprob,priority,spec_prior
n7167,pretentious,critical,completed,1,critical,convenient,nonprob,not_recom,not_recom
n7168,pretentious,critical,completed,1,critical,convenient,slightly_prob,recommended,spec_prior
n7169,pretentious,critical,completed,1,critical,convenient,slightly_prob,priority,spec_prior
n7170,pretentious,critical,completed,1,critical,convenient,slightly_prob,not_recom,not_recom
n7171,pretentious,critical,completed,1,critical,convenient,problematic,recommended,spec_prior
n7172,pretentious,critical,completed,1,critical,convenient,problematic,priority,spec_prior
n7173,pretentious,critical,completed,1,critical,convenient,problematic,not_recom,not_recom
n7174,pretentious,critical,completed,1,critical,inconv,nonprob,recommended,spec_prior
n7175,pretentious,critical,completed,1,critical,inconv,nonprob,priority,spec_prior
n7176,pretentious,critical,completed,1,critical,inconv,nonprob,not_recom,not_recom
n7177,pretentious,critical,completed,1,critical,inconv,slightly_prob,recommended,spec_prior
n7178,pretentious,critical,completed,1,critical,inconv,slightly_prob,priority,spec_prior
n7179,pretentious,critical,completed,1,critical,inconv,slightly_prob,not_recom,not_recom
n7180,pretentious,critical,completed,1,critical,inconv,problematic,recommended,spec_prior
n7181,pretentious,critical,completed,1,critical,inconv,problematic,priority,spec_prior
n7182,pretentious,critical,completed,1,critical,inconv,problematic,not_recom,not_recom
n7183,pretentious,critical,completed,2,convenient,convenient,nonprob,recommended,priority
n7184,pretentious,critical,completed,2,convenient,convenient,nonprob,priority,spec_prior
n7185,pretentious,critical,completed,2,convenient,convenient,nonprob,not_recom,not_recom
n7186,pretentious,critical,completed,2,convenient,convenient,slightly_prob,recommended,priority
n7187,pretentious,critical,completed,2,convenient,convenient,slightly_prob,priority,spec_prior
n7188,pretentious,critical,completed,2,convenient,convenient,slightly_prob,not_recom,not_recom
n7189,pretentious,critical,completed,2,convenient,convenient,problematic,recommended,spec_prior
n7190,pretentious,critical,completed,2,convenient,convenient,problematic,priority,spec_prior
n7191,pretentious,critical,completed,2,convenient,convenient,problematic,not_recom,not_recom
n7192,pretentious,critical,completed,2,convenient,inconv,nonprob,recommended,priority
n7193,pretentious,critical,completed,2,convenient,inconv,nonprob,priority,spec_prior
n7194,pretentious,critical,completed,2,convenient,inconv,nonprob,not_recom,not_recom
n7195,pretentious,critical,completed,2,convenient,inconv,slightly_prob,recommended,priority
n7196,pretentious,critical,completed,2,convenient,inconv,slightly_prob,priority,spec_prior
n7197,pretentious,critical,completed,2,convenient,inconv,slightly_prob,not_recom,not_recom
n7198,pretentious,critical,completed,2,convenient,inconv,problematic,recommended,spec_prior
n7199,pretentious,critical,completed,2,convenient,inconv,problematic,priority,spec_prior
n7200,pretentious,critical,completed,2,convenient,inconv,problematic,not_recom,not_recom
n7201,pretentious,critical,completed,2,less_conv,convenient,nonprob,recommended,priority
n7202,pretentious,critical,completed,2,less_conv,convenient,nonprob,priority,spec_prior
n7203,pretentious,critical,completed,2,less_conv,convenient,nonprob,not_recom,not_recom
n7204,pretentious,critical,completed,2,less_conv,convenient,slightly_prob,recommended,priority
n7205,pretentious,critical,completed,2,less_conv,convenient,slightly_prob,priority,spec_prior
n7206,pretentious,critical,completed,2,less_conv,convenient,slightly_prob,not_recom,not_recom
n7207,pretentious,critical,completed,2,less_conv,convenient,problematic,recommended,spec_prior
n7208,pretentious,critical,completed,2,less_conv,convenient,problematic,priority,spec_prior
n7209,pretentious,critical,completed,2,less_conv,convenient,problematic,not_recom,not_recom
n7210,pretentious,critical,completed,2,less_conv,inconv,nonprob,recommended,priority
n7211,pretentious,critical,completed,2,less_conv,inconv,nonprob,priority,spec_prior
n7212,pretentious,critical,completed,2,less_conv,inconv,nonprob,not_recom,not_recom
n7213,pretentious,critical,completed,2,less_conv,inconv,slightly_prob,recommended,priority
n7214,pretentious,critical,completed,2,less_conv,inconv,slightly_prob,priority,spec_prior
n7215,pretentious,critical,completed,2,less_conv,inconv,slightly_prob,not_recom,not_recom
n7216,pretentious,critical,completed,2,less_conv,inconv,problematic,recommended,spec_prior
n7217,pretentious,critical,completed,2,less_conv,inconv,problematic,priority,spec_prior
n7218,pretentious,critical,completed,2,less_conv,inconv,problematic,not_recom,not_recom
n7219,pretentious,critical,completed,2,critical,convenient,nonprob,recommended,spec_prior
n7220,pretentious,critical,completed,2,critical,convenient,nonprob,priority,spec_prior
n7221,pretentious,critical,completed,2,critical,convenient,nonprob,not_recom,not_recom
n7222,pretentious,critical,completed,2,critical,convenient,slightly_prob,recommended,spec_prior
n7223,pretentious,critical,completed,2,critical,convenient,slightly_prob,priority,spec_prior
