object,X2,X8,X3,X5,X1,X8.1,X13,X0,X6,X6.1,X10,X8.2,X0.1,X8.3,X0.2,X8.4,19
L11074,7,7,10,6,11,9,7,5,5,7,6,7,11,9,7,3,12
L11075,8,12,6,6,4,9,6,5,6,11,4,9,6,7,7,10,1
L11076,5,10,7,8,4,8,4,2,6,7,7,7,1,10,4,7,8
L11077,3,3,4,4,2,7,7,14,2,5,6,8,6,8,0,8,13
L11078,3,11,4,8,2,0,11,4,6,11,11,9,0,8,2,6,5
L11079,6,10,7,8,6,8,5,9,5,5,5,5,5,8,5,8,14
L11080,6,9,6,7,4,7,8,8,5,10,7,8,3,8,3,8,14
L11081,5,11,7,8,8,7,6,4,4,8,7,11,6,9,3,8,2
L11082,2,3,3,4,1,7,7,4,4,7,6,8,3,8,4,8,23
L11083,9,14,9,8,5,3,10,3,8,12,11,9,4,8,3,5,23
L11084,6,8,6,6,4,6,11,4,6,11,9,5,3,12,2,4,19
L11085,2,4,3,3,2,5,10,4,5,10,9,5,1,9,3,6,5
L11086,5,11,6,8,4,5,7,6,9,8,4,11,1,10,5,10,2
L11087,6,10,6,5,4,8,10,3,5,11,5,4,4,9,7,7,5
L11088,4,6,5,4,3,4,8,5,7,9,9,14,1,8,3,8,2
L11089,4,7,5,5,4,8,6,2,5,6,7,7,2,9,7,9,23
L11090,4,11,6,8,2,7,15,1,6,8,11,7,0,8,0,8,19
L11091,4,6,5,4,3,8,8,6,7,9,6,4,3,8,4,8,3
L11092,3,6,4,4,2,4,8,6,10,7,5,13,0,8,7,8,4
L11093,7,11,10,9,7,10,11,3,3,5,9,7,10,13,1,7,22
L11094,3,2,5,3,2,6,2,2,2,5,2,8,2,6,2,6,0
L11095,4,10,5,8,2,3,7,7,3,7,7,11,4,8,3,10,10
L11096,3,6,4,4,3,7,9,6,4,7,6,7,5,9,1,7,13
L11097,5,8,6,6,3,7,6,6,8,13,7,12,2,10,4,7,2
L11098,5,5,5,7,4,7,8,5,4,8,9,9,3,9,7,8,16
L11099,4,9,6,7,8,7,6,3,2,7,5,7,3,7,12,2,18
L11100,4,10,5,9,3,8,6,9,7,5,5,8,3,8,4,8,16
L11101,6,10,5,5,3,8,7,5,6,10,4,7,4,7,5,8,6
L11102,4,5,6,7,1,8,10,2,2,6,13,8,1,11,0,8,24
L11103,4,6,4,8,5,8,8,6,2,8,8,10,3,9,5,8,16
L11104,6,10,7,8,4,8,4,1,6,7,7,8,1,10,4,8,8
L11105,5,8,5,6,2,4,9,6,7,11,10,8,3,9,1,7,20
L11106,7,15,6,8,3,7,11,5,5,9,10,5,5,12,4,8,21
L11107,2,1,3,2,1,7,10,1,7,7,11,8,1,11,1,8,24
L11108,5,9,6,7,7,8,8,8,4,6,6,8,3,8,8,4,0
L11109,3,4,4,3,3,8,7,5,6,7,6,6,2,8,6,10,1
L11110,4,9,6,6,5,7,7,7,7,6,6,5,3,8,3,7,3
L11111,3,5,5,3,3,8,6,2,6,10,5,8,3,7,3,8,7
L11112,2,4,3,2,2,7,8,5,4,7,6,6,4,8,1,6,13
L11113,7,8,7,6,4,4,12,1,2,9,10,7,6,11,2,7,21
L11114,5,9,7,6,4,6,6,3,7,7,6,12,0,8,4,9,8
L11115,5,11,6,8,4,6,8,4,8,11,7,7,2,9,5,6,18
L11116,2,3,4,2,1,6,10,2,5,13,7,5,1,9,1,7,5
L11117,6,9,5,5,2,7,8,5,3,12,4,5,5,9,4,8,15
L11118,1,0,1,0,0,3,11,4,3,11,9,7,0,8,2,8,5
L11119,8,10,8,8,4,3,10,3,7,12,12,7,1,11,2,5,24
L11120,7,10,10,8,7,5,8,4,1,7,9,8,8,10,0,7,22
L11121,6,10,8,7,6,7,7,2,9,12,6,9,1,9,6,8,25
L11122,2,3,3,2,2,7,7,1,7,10,5,9,1,8,4,9,4
L11123,2,5,4,3,2,8,9,4,4,11,4,3,1,10,2,8,15
L11124,3,6,4,4,2,8,7,7,4,10,5,8,3,8,3,7,14
L11125,4,8,4,6,4,7,7,7,4,10,6,8,3,8,3,6,14
L11126,2,4,2,3,1,3,4,3,7,3,1,7,0,7,1,6,11
L11127,1,0,2,1,1,6,9,7,3,7,5,7,2,7,4,10,17
L11128,3,5,6,6,2,8,3,3,2,7,1,8,3,6,3,8,0
L11129,4,10,4,8,1,0,1,5,6,0,0,6,0,8,0,8,11
L11130,4,10,5,7,3,5,11,8,4,7,3,9,3,7,6,11,17
L11131,5,9,6,6,2,9,4,3,9,15,4,11,0,7,0,8,9
L11132,6,11,8,8,8,8,4,6,5,8,7,8,9,7,6,5,24
L11133,3,7,4,5,3,8,8,7,5,7,5,6,2,8,8,8,18
L11134,8,10,8,8,4,5,8,2,9,9,10,4,5,11,7,3,24
L11135,1,1,2,2,1,6,7,8,6,6,6,6,2,8,3,8,3
L11136,7,14,7,8,4,6,8,2,7,11,7,8,4,9,4,7,23
L11137,4,9,6,7,5,8,8,6,6,8,5,7,3,8,6,10,17
L11138,2,4,3,5,2,8,8,6,2,7,8,10,2,9,5,9,16
L11139,2,3,3,2,2,7,8,5,9,6,6,9,1,8,7,8,25
L11140,5,9,6,7,4,5,7,6,9,6,6,10,1,6,5,10,2
L11141,2,6,3,4,1,6,14,0,5,8,10,7,0,8,0,8,19
L11142,3,5,5,3,3,9,6,3,6,10,4,7,4,7,6,9,1
L11143,6,9,8,8,7,7,7,2,4,7,8,10,8,7,4,8,0
L11144,4,5,6,5,7,7,7,5,5,6,6,8,9,9,8,8,22
L11145,3,8,4,6,2,6,8,8,7,9,8,14,2,9,4,10,2
L11146,2,2,3,3,2,8,7,7,5,8,6,7,2,9,9,8,18
L11147,5,7,7,6,6,5,7,4,4,7,6,11,4,9,7,9,2
L11148,2,6,3,4,1,7,9,4,2,7,13,8,3,10,0,8,21
L11149,6,11,6,8,3,3,10,3,6,12,12,7,1,11,2,6,24
L11150,2,3,3,1,1,7,9,5,5,8,7,6,5,9,1,6,13
L11151,2,5,4,3,3,9,6,4,6,10,4,6,2,8,3,8,3
L11152,5,9,7,7,4,8,7,2,10,12,5,9,1,8,6,9,25
L11153,2,5,4,4,2,7,10,1,7,7,11,8,1,11,2,8,24
L11154,2,6,3,4,2,8,7,8,5,7,7,9,3,8,3,8,14
L11155,2,1,3,2,1,6,7,6,10,7,6,14,0,8,4,9,2
L11156,2,4,4,2,2,9,7,3,5,10,4,7,3,8,2,9,7
L11157,6,7,4,10,4,8,6,4,4,11,6,7,2,10,9,8,25
L11158,4,2,4,4,3,8,7,7,5,7,6,8,2,9,9,8,18
L11159,3,5,4,4,2,6,12,2,7,8,11,7,1,11,1,7,19
L11160,2,3,4,2,2,7,7,3,5,10,6,8,3,8,2,7,7
L11161,3,2,5,3,2,7,12,2,3,6,11,9,3,11,1,7,21
L11162,2,6,4,4,2,8,4,2,1,7,2,8,2,6,2,8,0
L11163,1,3,2,2,0,9,6,2,5,14,6,10,0,7,0,7,9
L11164,5,10,5,5,3,7,8,3,4,10,6,7,4,8,7,6,5
L11165,6,9,8,7,6,8,9,4,4,12,5,4,1,10,3,8,15
L11166,3,8,5,6,5,9,11,2,2,5,8,8,6,11,1,8,22
L11167,4,4,5,3,2,4,8,5,7,11,10,9,3,9,1,7,20
L11168,7,10,9,8,9,9,7,4,6,10,5,6,2,8,5,10,1
L11169,4,4,6,7,1,8,8,4,3,6,14,8,3,9,0,8,21
L11170,2,4,3,4,3,8,8,6,3,8,6,9,2,9,4,9,16
L11171,4,8,5,6,3,6,13,8,4,7,2,9,3,7,6,10,17
L11172,5,9,6,7,6,6,10,6,5,8,5,8,3,10,8,10,5
L11173,6,10,9,8,5,10,8,3,6,10,2,4,5,9,1,7,13
L11174,3,7,5,5,2,3,3,6,8,1,0,6,0,7,1,6,11
L11175,4,8,6,6,5,7,6,8,6,5,5,4,4,8,4,8,3
L11176,5,11,8,9,5,12,3,3,3,10,1,9,3,7,4,9,0
L11177,3,5,6,3,2,7,8,2,7,11,6,6,1,9,4,6,18
L11178,2,3,4,2,2,6,8,3,3,10,7,8,4,8,0,7,13
L11179,3,4,4,6,1,11,2,10,3,13,8,14,1,6,0,8,9
L11180,5,9,4,4,2,6,8,3,4,10,8,5,3,9,4,4,24
L11181,4,10,7,7,4,9,7,0,8,9,5,7,2,8,3,8,23
L11182,6,5,7,8,3,7,5,8,10,7,5,12,1,8,6,11,6
L11183,4,2,6,4,4,8,11,2,2,6,9,8,7,11,1,8,22
L11184,2,1,3,2,2,6,9,4,4,9,8,5,1,10,3,7,15
L11185,2,4,3,3,2,6,7,5,6,7,6,8,6,8,3,8,7
L11186,1,3,3,2,1,6,3,2,2,5,2,8,1,6,1,7,0
L11187,4,6,4,4,3,8,6,8,6,9,4,7,3,8,3,8,14
L11188,3,9,4,6,3,6,5,0,8,8,3,11,0,8,2,8,11
L11189,6,8,8,7,6,7,5,5,5,8,4,7,3,7,5,7,14
L11190,4,6,4,4,2,3,12,4,3,11,11,7,2,10,1,7,21
L11191,5,6,8,4,5,7,6,2,5,9,7,8,8,6,2,8,12
L11192,5,9,7,6,4,8,9,2,6,14,5,5,2,9,3,8,5
L11193,7,8,10,7,8,6,4,4,6,5,4,7,5,3,7,6,16
L11194,3,5,4,6,3,8,6,6,4,9,6,9,3,9,4,8,16
L11195,4,9,5,8,5,6,8,4,6,7,6,9,3,9,9,10,11
L11196,4,6,4,4,3,6,7,5,5,9,8,11,2,8,4,10,6
L11197,5,6,6,5,5,5,8,3,5,7,6,10,3,10,8,7,2
L11198,2,3,4,2,2,6,7,3,4,9,9,9,5,5,1,7,12
L11199,4,8,6,6,8,9,9,4,4,8,7,5,4,9,8,6,3
L11200,3,3,4,2,3,6,6,6,4,7,7,10,7,5,2,9,12
L11201,5,10,8,8,10,7,6,6,4,7,5,8,9,6,10,10,7
L11202,6,8,8,6,5,8,8,6,6,8,7,7,4,6,4,6,9
L11203,3,6,4,5,4,9,7,4,6,6,6,9,2,8,7,10,11
L11204,2,6,3,4,2,7,7,4,4,7,6,7,2,8,4,7,23
L11205,7,10,7,8,5,6,8,6,6,10,8,9,3,7,6,9,6
L11206,6,9,6,6,4,3,9,5,6,10,10,10,3,9,2,7,20
L11207,5,8,6,6,4,7,8,2,9,11,7,8,1,9,6,7,25
L11208,2,5,3,4,2,7,4,1,7,8,2,9,0,7,2,8,11
L11209,2,0,2,1,1,7,6,10,0,7,8,8,6,6,0,8,12
L11210,3,9,4,7,4,6,7,10,7,7,7,6,3,8,3,8,3
L11211,4,9,4,4,2,7,4,2,4,7,2,7,2,7,5,8,18
L11212,5,6,6,8,2,7,7,5,4,7,6,8,3,8,4,8,23
L11213,5,9,6,6,6,5,9,4,6,10,10,6,2,9,3,6,5
L11214,4,9,4,4,2,7,4,4,4,8,2,8,3,7,5,8,18
L11215,2,3,4,2,2,7,7,3,6,10,6,8,3,8,2,7,7
L11216,4,8,5,6,2,7,7,4,15,9,6,8,0,8,8,8,25
L11217,8,13,7,7,3,6,10,5,3,13,5,4,4,10,4,8,15
L11218,5,6,6,5,5,6,7,3,8,7,6,10,3,6,7,6,19
L11219,1,3,2,2,1,10,2,2,1,9,2,9,1,6,2,8,0
L11220,5,9,4,5,1,6,8,6,7,11,7,9,2,9,5,9,2
L11221,3,3,4,4,2,8,9,5,9,5,6,6,0,8,9,7,18
L11222,5,10,7,8,4,7,12,2,3,6,11,9,4,10,3,7,21
L11223,5,8,5,6,3,4,13,5,5,12,9,4,2,12,1,5,19
L11224,9,14,8,8,4,7,6,4,5,4,8,5,7,5,3,6,20
L11225,2,1,2,2,1,6,8,7,7,8,7,13,1,8,4,10,2
L11226,4,9,5,7,3,9,6,0,7,13,5,8,0,8,1,8,8
L11227,0,3,1,2,1,7,7,1,6,7,6,8,0,8,2,8,8
L11228,7,11,7,8,5,5,8,0,8,9,9,5,4,10,7,4,24
L11229,0,0,1,1,0,12,4,4,3,12,4,10,0,7,0,8,9
L11230,9,14,9,8,6,9,7,4,5,13,4,4,5,9,7,8,15
L11231,3,1,3,2,1,7,8,4,1,7,8,8,7,10,0,8,22
L11232,5,7,5,5,4,4,10,3,2,9,8,7,6,11,2,6,22
L11233,2,1,3,2,2,7,7,4,5,6,6,5,2,8,5,9,1
L11234,6,12,5,6,4,9,8,4,4,12,4,4,4,11,5,7,15
L11235,4,6,5,4,2,11,8,5,1,6,9,8,8,10,0,8,22
L11236,5,10,8,8,10,8,8,4,5,6,6,8,9,5,8,10,20
L11237,3,7,5,5,4,7,7,2,6,7,5,8,3,6,5,8,23
L11238,5,9,5,4,4,8,7,3,4,9,4,8,5,8,6,8,17
L11239,3,7,4,4,1,7,7,4,4,7,6,8,3,8,4,8,23
L11240,5,8,6,7,6,7,4,5,4,7,4,9,5,4,7,6,16
L11241,8,15,6,8,5,9,5,5,3,9,6,9,5,9,8,8,6
L11242,2,7,4,4,1,10,10,3,2,5,13,8,2,11,0,8,24
L11243,2,7,2,5,2,9,6,1,6,11,4,8,0,7,1,6,9
L11244,5,13,5,7,4,11,2,4,2,11,4,11,5,3,4,10,0
L11245,3,3,4,2,3,8,6,7,4,7,7,8,7,5,1,8,12
L11246,6,9,8,7,7,8,8,7,3,6,6,11,6,8,9,8,4
L11247,4,8,5,7,5,8,6,4,5,6,7,8,3,9,7,9,11
L11248,6,11,8,8,8,6,8,8,4,7,5,7,3,7,7,10,7
L11249,4,5,6,4,3,6,8,2,7,10,6,9,4,9,3,7,10
L11250,3,3,4,2,1,4,13,3,2,10,11,7,2,11,1,8,21
L11251,5,10,6,8,4,7,7,12,2,7,9,8,9,6,0,8,12
L11252,3,11,5,8,6,9,6,3,4,8,5,5,5,8,5,5,8
L11253,2,0,2,1,1,7,8,3,0,7,8,8,6,9,0,8,22
L11254,5,8,7,6,8,8,6,5,3,8,5,8,4,9,10,9,18
L11255,4,8,5,7,5,7,6,4,5,7,7,8,4,9,9,11,11
L11256,2,1,3,1,0,8,11,3,1,6,12,8,1,11,0,8,24
L11257,5,10,4,5,3,5,8,7,3,10,7,8,5,9,5,7,14
L11258,5,10,7,7,7,11,6,2,6,10,3,7,4,7,6,11,1
L11259,5,5,6,4,3,5,8,5,8,10,8,9,3,9,3,5,20
L11260,4,7,5,5,3,7,7,8,6,7,6,10,3,8,3,9,2
L11261,4,10,5,7,4,7,7,8,5,6,4,7,3,9,4,9,14
L11262,1,0,2,1,0,7,10,2,2,7,12,8,1,11,0,8,24
L11263,6,9,6,7,4,6,8,8,5,10,8,7,4,8,4,9,14
L11264,6,9,6,4,3,10,7,2,8,9,4,7,4,10,4,9,23
L11265,4,8,6,6,6,7,7,6,3,6,6,9,4,8,7,8,6
L11266,6,9,8,7,6,8,8,4,1,7,9,8,8,10,0,8,22
L11267,2,11,2,8,2,7,7,0,9,7,6,8,0,8,3,8,8
L11268,3,3,4,4,1,1,0,6,6,0,1,5,0,8,0,8,11
L11269,6,9,9,7,5,3,9,3,7,11,12,12,4,7,4,5,10
L11270,5,9,7,6,5,7,12,7,2,11,5,3,2,12,4,8,15
L11271,1,10,0,7,1,7,7,5,3,7,6,8,0,8,0,8,8
L11272,2,4,4,2,2,11,2,3,2,10,2,10,2,6,2,9,0
L11273,4,11,6,8,4,6,14,0,5,8,10,8,0,8,0,8,19
L11274,2,8,3,6,2,7,7,0,7,12,6,8,0,8,1,8,8
L11275,5,11,6,8,6,4,12,8,2,10,7,4,1,10,3,8,15
L11276,4,9,5,11,6,8,7,8,4,5,6,9,3,8,6,10,16
L11277,5,9,7,8,6,7,7,4,5,7,7,8,3,8,8,9,11
L11278,7,9,7,5,3,6,10,4,3,8,8,5,5,12,3,9,21
L11279,5,6,7,4,3,5,9,3,5,11,9,9,5,8,1,7,13
L11280,4,9,6,7,9,9,6,4,4,6,7,7,9,8,5,7,20
L11281,2,3,2,2,1,6,7,5,4,9,7,9,2,9,4,9,6
L11282,3,3,4,2,3,9,6,6,4,6,7,6,7,6,2,6,12
L11283,3,6,5,4,2,6,8,4,1,7,8,8,8,9,0,8,22
L11284,5,11,4,6,3,7,7,4,3,9,6,7,3,10,8,7,6
L11285,3,2,3,4,1,3,7,7,2,7,7,11,3,8,3,10,10
L11286,3,2,4,3,2,7,8,5,4,7,6,7,5,9,2,6,13
L11287,5,7,7,5,4,8,7,2,7,10,3,8,4,9,4,9,10
L11288,6,10,8,8,6,7,9,5,8,5,4,10,5,4,7,9,17
L11289,1,6,0,8,0,7,7,4,4,7,6,8,0,8,0,8,8
L11290,3,7,5,5,4,9,7,4,5,10,4,7,3,7,4,11,17
L11291,4,7,5,5,4,6,10,6,5,10,8,3,1,10,4,6,15
L11292,3,6,4,4,2,7,7,14,2,5,6,8,6,8,0,8,13
L11293,4,9,5,6,3,8,7,4,9,6,6,6,3,8,6,7,23
L11294,7,10,10,7,9,9,7,3,6,10,4,7,3,8,3,9,7
L11295,9,10,9,8,5,5,7,6,9,9,8,9,5,11,5,2,20
L11296,2,2,4,4,2,11,6,2,7,12,3,7,0,7,1,8,9
L11297,4,9,4,7,3,7,7,4,4,7,6,8,3,8,4,8,23
L11298,4,9,6,7,4,6,8,4,2,7,8,8,8,10,0,8,22
L11299,3,7,3,5,1,3,7,7,3,7,6,11,4,8,2,11,10
L11300,3,7,4,4,1,4,8,7,2,7,5,11,3,8,3,10,10
L11301,4,11,5,8,3,6,11,10,4,7,3,9,3,7,5,11,17
L11302,4,8,5,6,5,7,7,6,4,6,5,6,3,8,6,6,1
L11303,5,7,7,5,4,7,9,2,4,10,5,6,5,9,1,7,13
L11304,3,6,4,4,4,8,8,6,6,7,6,6,2,8,6,9,1
L11305,6,10,8,7,5,6,11,3,2,8,11,8,3,10,4,8,21
L11306,7,12,6,7,5,6,8,5,5,9,5,10,7,5,7,11,17
L11307,3,8,3,5,2,3,14,7,2,12,7,3,0,10,3,8,15
L11308,4,5,4,8,4,6,9,10,7,7,5,7,2,8,9,10,1
L11309,6,8,6,6,3,5,12,3,8,12,9,4,1,11,2,4,19
L11310,3,5,5,4,3,9,7,2,6,11,4,7,4,6,5,9,1
L11311,6,10,6,5,3,10,4,4,7,10,4,9,3,8,6,13,16
L11312,2,1,2,2,1,8,6,7,4,6,6,8,3,8,3,8,16
L11313,1,0,1,0,0,8,7,4,6,5,6,8,0,8,7,8,18
L11314,4,8,6,6,6,7,7,4,7,7,6,8,5,7,5,6,19
L11315,3,8,4,6,3,4,10,3,6,10,10,6,1,10,3,6,5
L11316,1,3,3,2,1,7,10,1,6,7,11,8,1,11,1,8,24
L11317,7,11,10,8,7,7,11,2,3,6,9,8,12,11,2,7,22
L11318,4,10,5,7,3,7,7,8,7,6,6,8,2,7,6,11,6
L11319,2,3,3,2,2,8,7,5,4,6,7,8,5,6,1,7,12
L11320,6,8,8,6,7,8,6,6,2,7,7,8,6,8,4,7,22
L11321,2,6,3,4,2,6,9,9,4,7,5,8,2,7,5,11,17
L11322,5,7,6,5,4,7,8,7,5,8,6,5,4,9,3,7,3
L11323,8,10,11,8,6,8,6,2,8,10,4,9,4,7,5,9,10
L11324,1,3,3,1,1,9,7,2,5,10,4,7,1,8,2,9,1
L11325,3,7,4,5,3,7,8,8,4,7,6,8,3,8,3,8,14
L11326,3,4,4,2,2,5,7,4,7,7,6,11,3,8,4,9,10
L11327,2,1,2,2,1,8,6,6,6,6,5,10,1,7,5,10,6
L11328,4,11,5,8,2,7,7,4,4,7,6,8,3,8,4,8,23
L11329,3,7,4,5,2,7,7,7,10,10,6,13,1,10,4,9,2
L11330,3,6,4,4,3,5,7,6,5,9,7,11,2,8,4,10,6
L11331,2,1,3,2,2,7,7,7,5,7,5,8,2,8,3,8,14
L11332,9,14,6,8,3,11,4,5,5,12,3,8,3,7,5,10,8
L11333,2,3,3,2,1,7,10,4,3,12,5,3,1,10,2,8,15
L11334,2,3,3,2,1,7,7,7,5,7,6,8,2,8,3,7,14
L11335,6,8,9,11,11,8,11,3,4,6,8,9,5,13,11,8,24
L11336,5,9,7,7,5,6,9,6,8,10,10,5,2,9,4,5,5
L11337,5,7,6,5,4,5,7,5,6,9,8,9,2,9,5,9,6
L11338,3,3,5,2,2,6,8,2,6,10,6,9,3,9,3,7,10
L11339,2,2,3,3,2,8,7,6,2,5,6,9,2,9,4,9,16
L11340,13,15,10,8,6,8,7,5,6,10,3,8,7,6,6,11,17
L11341,5,10,6,8,7,9,7,3,5,7,6,8,7,8,6,9,1
L11342,4,11,5,8,4,6,6,9,7,6,6,6,3,8,10,11,1
L11343,4,7,4,5,2,4,11,3,3,9,11,7,2,10,1,8,21
L11344,5,11,8,8,4,8,2,2,3,6,2,7,5,7,6,8,0
L11345,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,8
L11346,6,5,7,4,4,6,10,4,3,8,7,7,9,11,3,5,22
L11347,5,9,8,7,4,10,6,3,5,10,2,5,6,9,1,7,13
L11348,5,10,7,8,7,8,6,5,5,6,8,7,8,6,2,7,12
L11349,2,0,2,1,1,8,7,7,6,7,6,8,2,8,3,8,14
L11350,5,9,8,7,4,8,7,1,8,10,5,8,3,8,4,8,23
L11351,2,2,3,3,2,7,7,8,4,7,7,8,2,8,3,8,14
L11352,3,7,4,5,3,4,12,4,5,11,9,3,0,10,4,7,15
L11353,5,6,5,4,4,2,11,2,3,10,10,8,5,11,1,7,22
L11354,4,9,5,6,3,6,7,7,7,10,8,9,2,9,4,9,6
L11355,1,1,2,2,1,7,7,5,8,6,6,8,2,8,6,8,25
L11356,4,8,5,6,3,6,9,7,5,10,8,7,3,8,3,8,14
L11357,3,8,4,6,2,8,7,5,8,5,6,6,0,8,8,8,18
L11358,3,7,4,5,2,5,8,7,7,8,8,14,1,9,4,10,2
L11359,3,4,5,2,3,9,6,3,4,9,4,6,8,6,2,8,12
L11360,4,9,5,7,4,5,7,5,4,9,9,9,2,7,5,9,6
L11361,7,13,7,7,4,8,5,4,4,6,7,7,5,7,3,7,20
L11362,5,9,6,8,5,8,7,7,5,6,8,8,3,8,5,10,16
L11363,5,8,6,6,4,7,6,7,8,7,5,11,3,11,5,8,6
L11364,3,8,5,6,4,6,11,2,7,8,11,8,2,12,1,7,19
L11365,3,6,3,4,2,3,8,6,10,7,5,14,0,8,7,8,4
L11366,5,9,6,6,3,6,13,9,3,7,2,9,3,7,5,10,17
L11367,2,0,3,1,1,7,8,4,0,7,8,8,7,9,0,8,22
L11368,7,10,6,5,3,8,6,3,5,9,8,6,4,10,4,5,24
L11369,5,10,7,7,8,8,7,5,2,8,7,8,5,10,5,8,21
L11370,2,1,2,1,0,8,7,4,4,7,6,8,3,8,4,8,23
L11371,6,7,8,9,8,9,8,6,5,9,3,6,3,5,8,7,25
L11372,3,4,3,6,2,7,5,13,5,7,13,8,3,9,0,8,20
L11373,4,10,6,8,8,8,7,6,6,6,6,6,3,9,6,10,1
L11374,7,10,8,8,8,6,6,3,5,8,6,12,6,9,5,10,2
L11375,6,13,6,7,3,7,6,5,4,9,5,5,4,8,5,7,6
L11376,4,9,4,4,3,8,6,4,2,9,6,8,3,9,7,7,6
L11377,2,3,2,2,2,6,7,4,4,6,5,7,2,7,4,9,17
L11378,1,0,2,0,0,7,9,3,1,7,13,8,1,11,0,8,24
L11379,6,10,7,7,4,10,5,4,8,11,4,8,2,9,5,10,18
L11380,7,11,10,9,5,7,7,1,9,10,6,8,3,8,4,7,23
L11381,1,0,1,0,0,7,7,2,9,8,6,8,0,8,6,8,25
L11382,7,12,6,7,3,9,7,5,4,12,3,6,5,9,4,8,15
L11383,3,5,6,4,4,5,6,3,4,10,10,10,6,5,2,7,12
L11384,6,8,7,6,4,9,6,4,8,11,4,8,2,8,5,11,18
L11385,7,10,10,8,8,6,8,3,6,10,8,8,4,9,4,7,7
L11386,6,11,8,9,8,10,7,5,4,7,5,7,4,8,10,5,25
L11387,8,13,5,7,3,6,10,6,9,11,8,10,2,8,5,9,2
L11388,9,9,9,7,8,4,11,2,2,9,8,7,7,12,2,6,22
L11389,2,1,3,3,3,7,6,7,3,7,7,10,6,5,1,9,12
L11390,3,7,4,5,2,5,8,7,7,9,8,13,1,10,4,10,2
L11391,5,9,8,6,5,9,7,5,8,10,4,5,3,8,3,8,3
L11392,3,6,5,4,1,6,8,6,10,7,7,12,1,7,4,9,2
L11393,4,6,6,4,4,7,6,7,5,5,5,5,3,8,3,8,3
L11394,3,6,5,4,3,9,8,3,6,9,3,8,3,6,4,10,17
L11395,3,2,4,3,2,7,7,5,9,6,6,8,1,8,7,8,25
L11396,5,11,7,8,8,7,6,7,3,7,6,10,5,8,8,8,6
L11397,3,8,5,6,7,8,9,5,3,7,7,7,9,8,9,8,7
L11398,6,9,6,4,3,3,9,2,2,9,11,8,7,11,0,7,22
L11399,4,11,5,8,2,7,15,1,6,8,11,8,0,8,0,8,19
L11400,8,13,6,8,4,10,6,6,4,10,2,9,7,5,6,10,17
L11401,1,6,2,4,1,14,2,5,5,13,1,9,0,7,0,8,9
L11402,5,10,7,7,8,8,9,6,2,6,7,9,11,13,5,9,14
L11403,6,11,8,8,12,8,7,4,4,6,7,8,8,8,6,7,20
L11404,3,5,4,4,2,8,6,3,7,11,5,9,1,9,5,9,18
L11405,5,9,8,7,9,7,10,4,4,5,6,9,8,8,7,8,10
L11406,3,5,4,3,3,7,8,5,4,7,7,7,5,9,2,6,13
L11407,6,10,8,8,8,7,8,8,4,6,5,9,3,7,8,5,0
L11408,4,7,5,5,2,4,8,9,1,7,6,11,3,8,2,11,10
L11409,3,5,4,4,3,6,7,5,4,9,8,9,3,7,5,10,6
L11410,1,3,2,2,1,8,7,5,5,9,5,6,2,8,3,8,3
L11411,1,0,2,0,0,8,8,3,0,7,8,8,4,10,0,8,22
L11412,5,10,4,8,3,10,6,2,4,12,5,7,2,10,5,11,9
L11413,3,5,5,3,2,7,8,2,4,10,6,6,5,8,0,7,13
L11414,5,11,5,6,4,8,8,2,4,10,5,6,4,9,7,7,5
L11415,4,9,3,4,2,7,10,4,4,8,8,8,3,9,8,11,2
L11416,5,9,7,7,8,10,7,1,5,9,4,5,4,10,5,8,5
L11417,3,4,3,6,2,3,7,6,10,7,6,14,0,8,7,8,4
L11418,5,9,7,7,6,9,6,2,7,11,4,9,3,8,5,11,4
L11419,3,6,4,4,3,7,5,10,1,7,8,8,7,5,0,9,12
L11420,10,11,10,8,4,3,9,6,9,12,12,9,3,9,1,7,20
L11421,6,10,7,8,5,3,7,4,7,10,8,15,4,9,5,6,2
L11422,5,11,6,8,7,7,8,5,4,8,6,8,9,10,7,12,5
L11423,5,10,7,7,6,7,8,4,7,4,7,9,6,10,1,8,20
L11424,5,8,7,6,4,10,6,2,8,11,4,8,3,8,5,11,4
L11425,4,10,5,8,2,5,7,7,10,7,5,13,1,9,4,8,2
L11426,5,11,5,8,4,6,8,10,7,7,5,7,3,8,9,10,1
L11427,1,0,2,1,0,8,7,6,5,6,5,9,1,7,5,10,6
L11428,5,9,5,6,2,5,9,9,2,7,3,11,4,8,2,11,10
L11429,4,9,7,7,6,7,8,4,1,7,9,8,7,11,0,8,22
L11430,3,6,4,4,3,8,8,5,8,5,6,6,0,7,8,7,18
L11431,2,1,2,1,1,8,8,4,0,7,8,8,6,10,0,8,22
L11432,6,6,5,9,3,7,11,1,3,9,10,5,4,10,6,8,24
L11433,3,9,4,7,3,8,7,5,8,5,6,7,0,8,8,8,18
L11434,3,6,4,6,4,8,7,4,3,6,6,8,4,8,1,7,20
L11435,5,9,8,8,7,8,6,2,3,8,3,8,6,5,8,12,10
L11436,3,8,5,6,1,8,8,4,3,6,14,8,3,10,0,8,21
L11437,2,7,4,5,2,7,9,3,1,8,12,8,2,11,0,8,21
L11438,4,6,5,4,2,8,7,12,1,6,9,8,8,6,0,8,12
L11439,4,7,5,5,3,5,8,6,6,9,8,9,2,7,4,9,6
