shuttle,A1,A2,A3,A4,A5,A6,A7,A8,A9,class
SH24030,55,-1,83,-4,54,0,28,28,0,1
SH24031,56,-1,86,0,56,11,30,29,0,1
SH24032,45,0,86,-1,46,21,40,39,0,1
SH24033,49,0,88,1,50,7,39,39,0,1
SH24034,56,0,77,1,-4,-8,21,82,62,4
SH24035,37,0,77,-2,16,-5,41,62,22,1
SH24036,37,0,74,0,30,-11,37,43,6,1
SH24037,37,0,76,0,30,-25,40,45,6,1
SH24038,37,0,79,5,-2,0,42,82,40,1
SH24039,56,0,95,0,52,-5,40,44,4,4
SH24040,42,0,86,2,42,0,44,44,0,1
SH24041,55,0,84,-5,54,0,30,30,0,1
SH24042,41,0,83,-3,38,6,42,44,2,1
SH24043,44,0,83,-2,44,3,39,39,0,1
SH24044,51,0,83,-3,52,17,32,32,0,1
SH24045,43,0,88,0,42,-7,45,47,2,1
SH24046,56,0,92,0,52,-6,36,40,4,4
SH24047,44,5,78,0,44,15,34,34,0,1
SH24048,102,0,103,0,72,23,1,31,30,5
SH24049,37,0,76,0,28,-9,39,47,8,1
SH24050,39,1,106,0,38,0,66,67,0,1
SH24051,39,-2,83,0,38,0,45,44,0,1
SH24052,38,0,102,0,38,5,64,63,0,1
SH24053,46,0,90,-1,46,0,43,43,0,1
SH24054,45,0,86,8,44,-2,41,42,2,1
SH24055,45,-1,100,0,44,-14,54,56,2,1
SH24056,85,0,88,0,6,9,3,83,80,5
SH24057,55,-3,99,0,50,0,44,50,6,4
SH24058,41,2,78,0,42,23,37,37,0,1
SH24059,39,-1,79,8,38,0,40,41,0,1
SH24060,55,0,77,0,-28,-10,21,105,84,4
SH24061,49,5,86,0,46,-11,38,40,2,1
SH24062,55,0,82,0,-20,12,26,103,76,4
SH24063,43,1,76,4,42,0,32,34,2,1
SH24064,40,0,87,3,38,0,47,48,2,1
SH24065,55,0,77,0,8,0,22,70,48,4
SH24066,41,0,86,-1,38,-4,45,47,2,1
SH24067,55,0,78,0,44,-21,23,34,12,4
SH24068,55,0,83,1,-24,0,27,108,82,4
SH24069,51,0,86,-3,52,-3,35,35,0,1
SH24070,37,0,106,0,26,26,69,80,12,1
SH24071,53,0,78,2,54,15,25,24,0,1
SH24072,37,0,76,10,24,0,39,53,14,1
SH24073,38,1,76,0,38,15,38,37,0,1
SH24074,66,0,109,0,68,11,43,42,0,1
SH24075,43,0,76,0,44,22,32,32,0,1
SH24076,38,0,106,0,38,14,68,67,0,1
SH24077,44,3,87,1,44,7,43,43,0,1
SH24078,46,0,88,0,46,15,42,41,0,1
SH24079,37,-1,77,0,38,16,39,38,0,1
SH24080,48,-5,86,0,46,0,38,39,2,1
SH24081,46,1,81,1,44,-24,35,37,2,1
SH24082,37,0,79,0,2,3,42,76,34,1
SH24083,37,0,76,-4,28,2,39,47,8,1
SH24084,37,0,77,-1,16,-2,41,62,22,1
SH24085,44,2,81,0,42,-30,37,40,2,1
SH24086,37,0,80,5,34,0,43,46,2,1
SH24087,43,5,77,0,42,0,35,36,2,1
SH24088,41,0,86,0,42,26,46,45,0,1
SH24089,56,0,92,0,52,-16,36,40,4,4
SH24090,46,0,84,0,46,6,38,37,0,1
SH24091,37,-1,81,-6,38,17,43,42,0,1
SH24092,56,0,95,0,56,11,40,39,0,1
SH24093,44,0,87,3,44,0,43,43,0,1
SH24094,55,0,78,4,10,14,23,68,46,4
SH24095,58,1,85,6,56,0,28,28,0,1
SH24096,55,0,78,0,2,-23,23,75,52,4
SH24097,102,0,102,-5,70,-7,1,33,32,5
SH24098,41,0,87,5,38,-3,46,48,2,1
SH24099,44,-3,76,0,44,5,32,32,0,1
SH24100,56,0,77,1,0,0,22,77,56,4
SH24101,80,-2,84,0,-36,0,5,121,116,5
SH24102,104,3,105,3,72,4,1,33,32,5
SH24103,55,0,95,0,36,14,40,59,20,4
SH24104,51,0,102,0,50,-22,51,53,2,1
SH24105,37,0,106,5,26,0,68,80,12,1
SH24106,55,0,82,0,54,9,26,28,2,1
SH24107,38,-3,93,2,28,3,55,64,10,1
SH24108,48,0,81,0,50,25,33,32,0,1
SH24109,51,0,88,0,50,-16,36,39,2,1
SH24110,37,1,77,0,36,0,40,41,0,1
SH24111,44,5,86,0,44,11,43,42,0,1
SH24112,37,2,77,3,36,0,40,41,0,1
SH24113,39,0,77,8,38,0,38,38,0,1
SH24114,56,0,86,5,56,0,30,30,0,1
SH24115,42,4,86,-2,42,0,44,45,2,1
SH24116,37,0,76,5,36,12,39,40,2,1
SH24117,38,4,77,0,38,26,39,38,0,1
SH24118,85,0,89,0,6,22,4,84,80,5
SH24119,47,3,84,-4,46,0,37,38,0,1
SH24120,37,0,82,0,26,-30,45,56,10,1
SH24121,37,4,79,0,36,0,41,43,2,1
SH24122,42,3,85,0,42,0,43,44,2,1
SH24123,37,0,84,0,30,10,47,53,6,1
SH24124,48,0,88,1,46,0,39,41,2,1
SH24125,46,1,83,0,46,15,37,36,0,1
SH24126,41,-3,81,0,38,-19,40,42,2,1
SH24127,56,0,77,0,46,16,22,31,10,4
SH24128,37,0,79,0,28,-22,43,51,8,1
SH24129,56,0,90,0,56,10,34,33,0,1
SH24130,42,0,81,0,42,315,39,40,0,1
SH24131,47,0,77,-1,46,-1,31,31,0,1
SH24132,73,9,77,13,-42,-8,4,121,116,5
SH24133,37,0,76,0,30,11,40,45,6,1
SH24134,38,0,107,3,38,0,69,68,0,1
SH24135,40,0,80,-1,38,0,40,41,2,1
SH24136,85,0,88,0,6,20,3,83,80,5
SH24137,37,0,109,0,36,-2,71,73,2,1
SH24138,45,0,87,-1,46,29,42,41,0,1
SH24139,37,0,80,0,34,13,43,46,2,1
SH24140,45,3,81,0,44,-2,36,37,2,1
SH24141,47,0,84,-5,46,0,36,37,0,1
SH24142,56,2,98,0,46,31,42,51,10,4
SH24143,53,1,86,0,54,14,33,32,0,1
SH24144,41,1,77,0,38,-23,36,39,2,1
SH24145,46,4,86,0,46,8,40,39,0,1
SH24146,51,0,88,0,52,20,37,36,0,1
SH24147,46,0,79,0,46,1,34,33,0,1
SH24148,39,0,80,-1,38,0,41,41,0,1
SH24149,46,2,78,0,46,11,32,32,0,1
SH24150,45,3,86,0,44,-1,40,42,2,1
SH24151,51,0,81,0,50,-14,30,32,2,1
SH24152,55,0,78,0,12,6,23,65,42,4
SH24153,46,-3,89,0,46,0,43,42,0,1
SH24154,43,0,83,0,44,24,39,39,0,1
SH24155,38,0,107,0,36,-25,69,71,2,1
SH24156,41,-2,84,0,38,-16,44,46,2,1
SH24157,37,0,96,0,18,17,59,78,18,1
SH24158,45,0,88,0,46,2,42,41,0,1
SH24159,45,0,85,0,44,706,41,41,0,1
SH24160,47,-4,77,0,46,0,30,30,0,1
SH24161,37,0,76,0,34,0,39,42,2,1
SH24162,47,0,90,2,46,0,44,44,0,1
SH24163,55,0,79,6,6,0,23,74,50,4
SH24164,37,0,79,0,36,-6,41,43,2,1
SH24165,43,0,77,4,42,0,35,36,2,1
SH24166,47,0,80,0,46,0,33,34,0,1
SH24167,56,0,95,0,44,-23,40,51,12,4
SH24168,41,0,86,0,38,-17,46,48,2,1
SH24169,47,0,94,4,46,0,47,48,0,1
SH24170,76,5,80,0,-42,0,4,124,120,5
SH24171,55,0,97,0,46,22,41,50,8,4
SH24172,49,-5,77,0,50,4,29,28,0,1
SH24173,48,0,80,-6,46,0,32,34,2,1
SH24174,37,0,76,2,26,-25,40,50,10,1
SH24175,51,5,78,0,52,20,27,26,0,1
SH24176,44,0,81,-1,44,3,37,37,0,1
SH24177,56,1,81,0,-6,5,25,88,64,4
SH24178,37,0,106,0,30,2,69,75,6,1
SH24179,37,0,81,1,-2,3,44,84,40,1
SH24180,37,0,81,0,12,7,45,68,24,1
SH24181,40,-1,84,0,38,0,44,46,2,1
SH24182,58,-2,87,0,56,0,30,30,0,1
SH24183,56,4,98,6,42,1,42,57,14,4
SH24184,78,2,83,3,-40,16,4,124,120,5
SH24185,39,0,86,1,38,0,47,48,0,1
SH24186,40,0,87,-1,38,-1,47,48,2,1
SH24187,46,1,77,0,44,-22,31,33,2,1
SH24188,44,0,84,0,44,17,41,41,0,1
SH24189,46,0,81,-1,46,3,35,34,0,1
SH24190,46,0,79,2,46,8,34,33,0,1
SH24191,41,0,77,0,38,-8,37,39,2,1
SH24192,43,0,97,0,42,-7,53,55,2,1
SH24193,42,4,86,0,42,0,44,45,2,1
SH24194,53,-2,87,0,54,7,34,33,0,1
SH24195,37,0,80,0,28,-18,43,52,8,1
SH24196,47,1,86,-2,46,0,39,39,0,1
SH24197,84,3,88,0,6,0,4,83,80,5
SH24198,44,0,75,-7,44,2,31,31,0,1
SH24199,56,0,80,0,8,31,24,72,48,4
SH24200,44,-2,77,0,42,-17,33,35,2,1
SH24201,38,3,75,0,38,26,37,36,0,1
SH24202,37,0,106,-7,24,0,69,82,14,1
SH24203,85,1,88,0,-2,-7,3,91,88,5
SH24204,43,0,85,1,44,9,42,41,0,1
SH24205,37,0,81,0,28,4,44,52,8,1
SH24206,43,0,81,0,44,6,37,37,0,1
SH24207,37,0,77,3,36,3,41,41,0,1
SH24208,107,-1,108,0,72,13,1,36,34,5
SH24209,37,0,77,1,36,17,40,41,0,1
SH24210,55,4,77,0,54,0,22,23,2,1
SH24211,37,0,95,0,18,-3,58,77,18,1
SH24212,39,-3,79,0,38,0,40,40,0,1
SH24213,79,4,83,0,-28,0,4,112,108,5
SH24214,46,0,109,1,46,0,63,63,0,1
SH24215,37,0,96,-6,20,0,59,75,16,1
SH24216,37,0,78,0,8,1,41,70,30,1
SH24217,45,0,79,0,44,-22,33,35,2,1
SH24218,56,0,95,0,46,11,40,49,10,4
SH24219,56,0,78,0,42,-9,22,37,14,4
SH24220,56,0,81,0,-6,-14,25,89,64,4
SH24221,53,-1,81,0,54,5,27,26,0,1
SH24222,37,0,100,-1,30,14,64,69,6,1
SH24223,55,-1,78,-5,8,-13,23,70,48,4
SH24224,56,0,77,0,-20,-25,21,97,76,4
SH24225,59,0,108,0,60,27,49,48,0,1
SH24226,38,-5,81,0,38,0,42,42,0,1
SH24227,85,1,88,0,6,6,3,83,80,5
SH24228,56,0,78,3,24,-3,22,55,32,4
SH24229,41,0,81,1,42,4,39,39,0,1
SH24230,37,-1,97,0,38,17,60,59,0,1
SH24231,37,0,78,0,0,-23,42,78,36,1
SH24232,55,0,76,-1,-22,-4,21,99,78,4
SH24233,86,2,89,0,8,3,3,81,78,5
SH24234,42,0,100,7,42,0,58,59,0,1
SH24235,37,0,106,0,26,-30,69,80,12,1
SH24236,56,4,80,0,-4,0,24,85,62,4
SH24237,48,-2,82,0,46,0,34,35,2,1
SH24238,37,0,80,0,8,22,43,72,30,1
SH24239,53,-3,85,-7,54,0,32,31,0,1
SH24240,49,0,86,0,46,-3,38,40,2,1
SH24241,83,0,87,0,-40,6,4,128,124,5
SH24242,46,0,76,-7,46,0,29,29,0,1
SH24243,56,0,97,4,50,0,41,48,6,4
SH24244,49,2,80,0,50,0,31,31,0,1
SH24245,45,1,76,0,44,-1,30,32,2,1
SH24246,42,0,97,3,42,0,55,55,0,1
SH24247,55,-1,79,-6,18,-14,23,61,38,4
SH24248,64,1,113,2,62,0,49,51,2,1
SH24249,57,-1,92,8,56,0,34,35,0,1
SH24250,37,0,81,0,36,-1,43,44,2,1
SH24251,56,0,89,0,56,12,33,32,0,1
SH24252,44,0,86,6,44,0,42,42,0,1
SH24253,56,0,81,0,-4,12,25,86,62,4
SH24254,49,0,79,6,50,0,30,30,0,1
SH24255,51,0,86,0,52,1,35,34,0,1
SH24256,37,0,104,2,18,0,67,86,18,1
SH24257,37,0,77,0,-22,2,40,101,60,1
SH24258,38,0,90,0,8,8,52,82,30,1
SH24259,37,0,77,3,30,12,41,46,6,1
SH24260,55,0,80,4,20,0,25,59,34,4
SH24261,37,4,100,-3,28,0,62,71,8,1
SH24262,39,-1,76,-3,38,-5,37,37,0,1
SH24263,84,2,86,-3,-4,0,3,92,88,5
SH24264,103,3,104,0,70,0,1,34,34,5
SH24265,37,0,95,-6,16,-11,58,80,22,1
SH24266,53,0,103,0,54,15,50,49,0,1
SH24267,55,0,78,0,18,23,23,60,38,4
SH24268,37,0,81,-8,34,0,43,47,4,1
SH24269,39,0,76,-6,38,0,37,37,0,1
SH24270,55,1,77,0,-22,0,21,100,78,4
SH24271,46,0,83,0,44,-15,37,39,2,1
SH24272,55,0,77,0,44,13,22,34,12,4
SH24273,55,0,92,5,-4,2,36,97,60,4
SH24274,56,-2,98,0,52,0,42,46,4,4
SH24275,56,-1,97,-4,46,-12,41,51,10,4
SH24276,41,-2,80,0,38,-16,39,41,2,1
SH24277,37,-1,76,0,38,4,39,37,0,1
SH24278,43,0,86,0,44,13,43,42,0,1
SH24279,56,0,76,0,-2,24,20,79,58,4
SH24280,56,-1,96,0,52,5,40,44,4,4
SH24281,37,0,104,0,20,21,67,84,16,1
SH24282,37,0,92,2,6,0,54,86,32,1
SH24283,37,0,79,0,16,27,42,64,22,1
SH24284,53,0,78,0,54,5,25,24,0,1
SH24285,82,0,86,0,-40,7,5,128,124,5
SH24286,40,0,79,3,38,0,39,41,2,1
SH24287,45,-2,79,0,44,-10,33,35,2,1
SH24288,54,0,108,8,54,0,54,54,0,1
SH24289,37,-1,75,-3,20,-7,38,54,16,1
SH24290,43,0,79,0,42,-24,35,37,2,1
SH24291,43,0,80,-4,42,-10,37,39,2,1
SH24292,42,-3,106,0,42,0,63,64,2,1
SH24293,37,0,77,0,-22,14,41,101,60,1
SH24294,55,0,74,-17,0,0,19,74,54,4
SH24295,49,0,77,0,46,0,28,30,2,1
SH24296,49,0,95,1,50,13,46,46,0,1
SH24297,56,0,97,0,46,17,41,50,10,4
SH24298,52,4,86,0,52,0,34,35,0,1
SH24299,55,-5,85,0,56,28,30,28,0,1
SH24300,55,0,77,0,-30,-20,22,108,86,4
SH24301,44,0,83,0,42,-17,39,41,2,1
SH24302,44,0,85,5,44,10,41,41,0,1
SH24303,44,2,86,0,44,23,43,42,0,1
SH24304,81,4,86,1,-40,5,4,127,122,5
SH24305,55,0,97,0,50,9,42,48,6,4
SH24306,41,2,86,0,38,-4,45,47,2,1
SH24307,37,0,106,0,16,-29,69,90,22,1
SH24308,56,0,95,-2,42,-3,40,54,14,4
SH24309,83,0,86,-3,-4,8,3,92,88,5
SH24310,45,-2,93,0,46,17,48,47,0,1
SH24311,55,0,83,-1,54,0,28,28,0,1
SH24312,56,0,82,7,-12,-9,26,95,68,4
SH24313,44,0,79,-5,44,5,35,35,0,1
SH24314,37,0,108,3,34,-1,71,75,4,1
SH24315,56,0,92,0,0,5,36,92,56,4
SH24316,82,0,86,-2,-40,5,4,128,124,5
SH24317,37,0,77,-7,-10,4,40,87,46,1
SH24318,37,0,81,-3,-4,0,45,86,42,1
SH24319,37,0,79,6,8,0,42,71,30,1
SH24320,55,0,80,-7,-10,0,25,90,66,4
SH24321,37,0,79,0,2,27,42,76,34,1
SH24322,102,4,104,4,70,-20,1,34,32,5
SH24323,39,1,97,0,38,0,58,58,0,1
SH24324,84,-4,88,0,6,0,4,83,80,5
SH24325,51,0,81,0,50,-21,30,32,2,1
SH24326,51,0,88,0,52,27,37,37,0,1
SH24327,45,2,87,6,44,0,42,43,2,1
SH24328,44,4,77,0,44,12,33,33,0,1
SH24329,77,0,81,0,-40,15,4,123,118,5
SH24330,56,0,81,-3,-10,31,25,92,66,4
SH24331,44,0,86,1,44,12,42,42,0,1
SH24332,37,0,106,0,30,-4,69,75,6,1
SH24333,41,0,77,0,42,3,36,36,0,1
SH24334,41,0,87,0,42,25,46,46,0,1
SH24335,46,1,86,0,46,1,40,39,0,1
SH24336,56,0,88,0,56,4,31,31,0,1
SH24337,49,0,80,0,50,28,31,31,0,1
SH24338,50,0,81,2,50,0,32,32,0,1
SH24339,80,0,84,0,-32,8,4,117,114,5
SH24340,59,-1,84,0,60,11,25,24,0,1
SH24341,37,0,77,0,2,-12,40,74,34,1
SH24342,45,0,80,0,46,20,35,34,0,1
SH24343,55,0,82,1,-10,17,26,92,66,4
SH24344,37,0,90,-2,24,-4,52,66,14,1
SH24345,46,4,88,0,46,0,42,42,0,1
SH24346,51,0,78,0,52,3,27,26,0,1
SH24347,41,-2,77,0,38,-19,36,38,2,1
SH24348,42,-5,81,0,42,0,39,40,2,1
SH24349,37,0,79,0,30,9,43,48,6,1
SH24350,45,0,79,0,44,-11,33,35,2,1
SH24351,41,0,87,-3,42,30,46,46,0,1
SH24352,49,-1,78,0,50,3,29,29,0,1
SH24353,48,5,77,0,46,0,29,30,2,1
SH24354,37,0,79,0,10,-12,43,69,26,1
SH24355,44,0,78,0,44,7,34,34,0,1
SH24356,37,3,79,0,34,31,41,45,4,1
SH24357,37,-1,100,-6,30,-11,64,69,6,1
SH24358,37,0,76,0,34,0,39,42,4,1
SH24359,56,0,81,0,-6,-8,25,88,64,4
SH24360,56,0,97,0,52,-2,41,45,4,4
SH24361,56,0,96,3,44,21,40,52,12,4
SH24362,58,0,86,-3,56,0,29,30,0,1
SH24363,42,5,96,0,42,0,54,55,2,1
SH24364,53,0,91,0,52,-26,38,39,2,1
SH24365,37,0,76,-3,28,-6,39,47,8,1
SH24366,37,-1,75,0,18,0,38,57,18,1
SH24367,57,0,90,2,56,0,34,33,0,1
SH24368,105,8,106,3,70,-26,1,36,34,5
SH24369,56,2,86,0,56,4,30,30,0,1
SH24370,43,-1,76,0,44,25,32,32,0,1
SH24371,56,0,76,0,-6,6,20,84,64,4
SH24372,46,0,77,0,46,4,31,30,0,1
SH24373,37,0,83,0,-2,-10,47,86,40,1
SH24374,56,5,86,0,56,2,29,29,0,1
SH24375,46,2,76,0,46,11,30,30,0,1
SH24376,53,0,82,0,52,-15,29,30,2,1
SH24377,37,0,96,0,16,-30,59,81,22,1
SH24378,37,0,76,0,34,-27,40,43,2,1
SH24379,45,4,86,0,44,-6,41,42,2,1
SH24380,53,-1,83,0,54,6,30,29,0,1
SH24381,78,1,81,0,-40,222,4,123,120,5
SH24382,59,0,86,0,60,12,28,27,0,1
SH24383,37,0,76,-6,28,7,39,47,8,1
SH24384,51,0,81,-2,50,-14,30,32,2,1
SH24385,55,0,95,-7,38,1,39,56,16,4
SH24386,41,0,79,4,38,-6,39,41,2,1
SH24387,55,-3,98,0,52,0,42,46,4,4
SH24388,56,1,92,0,56,9,36,35,0,1
SH24389,45,0,93,0,44,-7,48,50,2,1
SH24390,51,-1,84,0,50,-5,34,35,2,1
SH24391,44,2,81,0,42,-16,37,39,2,1
SH24392,56,0,79,8,-22,0,23,102,80,4
SH24393,56,0,96,0,54,8,40,42,2,1
SH24394,55,0,79,8,18,0,23,61,38,4
SH24395,40,-2,77,0,38,0,37,39,2,1
SH24396,39,1,81,-3,38,0,41,42,0,1
SH24397,55,1,80,0,54,0,25,26,2,1
SH24398,39,0,88,0,38,0,49,50,0,1
SH24399,56,0,77,0,-6,-3,21,85,64,4
SH24400,83,0,86,1,-2,0,4,89,86,5
SH24401,52,1,80,3,52,0,28,28,0,1
SH24402,55,-1,108,8,56,28,53,51,0,1
SH24403,53,-2,80,0,52,-16,27,28,2,1
SH24404,55,-2,83,0,54,0,28,29,0,1
SH24405,44,-1,85,0,44,0,41,41,0,1
SH24406,43,-2,86,0,44,14,42,42,0,1
SH24407,42,4,108,0,42,0,66,67,2,1
SH24408,56,2,82,0,54,-12,26,28,2,1
SH24409,49,0,95,-2,50,0,46,46,0,1
SH24410,37,0,75,0,34,15,38,41,4,1
SH24411,37,0,83,-4,16,0,46,67,22,1
SH24412,50,-2,86,4,50,0,36,37,0,1
SH24413,45,-1,79,0,44,0,34,35,0,1
SH24414,51,0,83,0,52,20,32,31,0,1
SH24415,41,0,78,-1,38,-3,37,39,2,1
SH24416,37,0,109,6,34,0,72,75,4,1
SH24417,37,0,76,0,26,13,40,50,10,1
SH24418,56,0,91,0,-2,5,35,93,58,4
SH24419,56,0,77,0,-22,1,21,100,80,4
SH24420,37,0,103,0,18,-7,66,85,20,1
SH24421,48,-1,88,0,46,0,39,41,2,1
SH24422,41,-1,80,0,42,0,39,39,0,1
SH24423,47,-2,81,0,46,0,35,35,0,1
SH24424,55,0,78,-7,8,0,23,70,48,4
SH24425,56,0,86,-1,56,0,30,30,0,1
SH24426,41,1,89,0,38,0,48,50,2,1
SH24427,51,-4,83,-4,52,1,32,32,0,1
SH24428,49,-1,106,0,50,0,57,57,0,1
SH24429,51,1,86,-5,52,6,35,35,0,1
SH24430,83,0,87,7,-4,1,4,92,88,5
SH24431,46,3,83,0,46,6,37,36,0,1
SH24432,44,0,75,-7,44,12,31,31,0,1
SH24433,37,0,78,0,18,-24,42,60,18,1
SH24434,55,0,77,0,26,15,21,51,30,4
SH24435,56,0,91,0,2,25,35,88,54,4
SH24436,43,0,83,-5,42,0,40,41,2,1
SH24437,49,0,81,0,46,-14,32,34,2,1
SH24438,42,-2,89,0,42,0,47,48,0,1
SH24439,37,0,79,-6,34,0,42,46,4,1
SH24440,53,0,102,0,54,0,49,48,0,1
SH24441,56,0,97,0,44,21,41,53,12,4
SH24442,44,0,75,-6,44,0,31,31,0,1
SH24443,65,4,113,0,64,0,48,48,0,1
SH24444,46,2,86,0,46,2,40,39,0,1
SH24445,46,0,88,-1,46,0,43,42,0,1
SH24446,37,0,77,6,34,-29,40,44,4,1
SH24447,37,0,81,-7,-2,0,44,84,40,1
SH24448,50,5,85,0,50,0,35,36,0,1
SH24449,55,0,92,-4,44,0,37,48,12,4
SH24450,53,-1,77,3,52,-16,25,26,2,1
SH24451,37,0,80,0,20,-5,43,59,16,1
SH24452,44,1,79,0,44,2,35,35,0,1
SH24453,37,0,83,0,2,0,46,81,34,1
SH24454,50,4,81,-4,50,0,31,32,0,1
SH24455,37,0,83,0,30,-10,47,52,6,1
SH24456,46,2,79,0,44,-27,33,35,2,1
SH24457,45,0,76,0,46,5,30,29,0,1
SH24458,55,0,79,0,26,10,23,53,30,4
SH24459,56,0,78,4,24,-4,22,55,32,4
SH24460,41,0,83,1,38,-10,42,44,2,1
SH24461,51,0,83,0,50,-5,32,33,2,1
SH24462,40,0,83,-1,38,-6,43,44,2,1
SH24463,43,-1,80,0,42,-10,37,39,2,1
SH24464,56,-3,97,0,54,6,41,42,2,1
SH24465,45,0,81,-3,44,-3,36,37,2,1
SH24466,49,5,86,-2,50,1,37,37,0,1
SH24467,56,0,81,0,-20,0,25,102,76,4
SH24468,80,0,84,0,-24,0,4,110,106,5
SH24469,51,2,82,0,50,-25,31,33,2,1
SH24470,37,0,80,0,24,3,43,57,14,1
SH24471,37,-5,97,0,34,3,61,64,2,1
SH24472,46,-4,85,0,46,0,39,39,0,1
SH24473,53,5,85,0,54,2,32,31,0,1
SH24474,37,0,97,0,10,-8,59,86,28,1
SH24475,42,-2,97,1,42,0,56,56,0,1
SH24476,46,5,79,0,46,10,33,32,0,1
SH24477,55,3,86,-7,54,0,31,32,2,1
SH24478,37,0,76,-6,18,0,39,57,18,1
SH24479,54,0,83,6,54,0,29,29,0,1
SH24480,42,-1,75,-3,42,-5,33,34,0,1
SH24481,55,0,82,1,-18,-7,26,100,74,4
SH24482,43,0,86,-2,42,-9,42,44,2,1
SH24483,50,-1,84,0,50,0,33,35,2,1
SH24484,41,0,89,2,38,-11,48,50,2,1
SH24485,37,3,80,0,18,-5,43,62,20,1
SH24486,37,0,79,-4,10,0,43,69,26,1
SH24487,51,0,88,-5,52,3,37,37,0,1
SH24488,50,-5,77,0,50,0,27,28,0,1
SH24489,81,-1,86,0,-22,13,4,109,104,5
SH24490,41,-1,76,0,38,-13,35,37,2,1
SH24491,56,-4,86,0,56,0,30,30,0,1
SH24492,48,-2,83,0,46,0,35,37,2,1
SH24493,55,0,79,0,54,0,25,25,0,1
SH24494,45,0,79,1,44,0,34,35,2,1
SH24495,56,0,86,3,56,0,30,30,0,1
SH24496,37,0,96,0,30,31,59,65,6,1
SH24497,43,0,85,-5,42,-2,42,44,2,1
SH24498,49,0,84,0,50,8,35,35,0,1
SH24499,49,0,82,0,46,-13,33,35,2,1
SH24500,49,0,86,0,46,-17,38,40,2,1
SH24501,37,2,77,0,20,0,40,57,16,1
SH24502,56,0,95,0,50,-9,39,46,6,4
SH24503,55,0,78,-3,8,0,23,70,48,4
SH24504,43,0,87,8,42,-9,44,46,2,1
SH24505,46,0,84,-6,46,5,39,38,0,1
SH24506,43,0,83,0,42,-6,39,41,2,1
SH24507,53,0,80,0,52,-11,27,28,2,1
SH24508,48,0,89,5,50,29,41,40,0,1
SH24509,37,0,77,0,-20,-4,41,98,58,1
SH24510,55,-3,98,0,52,3,42,46,4,4
SH24511,41,0,75,0,42,3,34,34,0,1
SH24512,55,0,79,-2,26,-4,23,53,30,4
SH24513,56,2,80,-1,-4,0,24,85,62,4
SH24514,37,0,77,-7,26,-1,40,51,10,1
SH24515,55,0,77,0,-28,14,22,106,84,4
SH24516,55,0,78,4,10,1,23,68,46,4
SH24517,41,0,86,0,38,-13,45,47,2,1
SH24518,37,0,84,0,30,31,47,53,6,1
SH24519,37,0,103,0,28,-6,66,75,8,1
SH24520,37,0,77,0,30,16,40,46,6,1
SH24521,44,4,78,0,44,0,34,34,0,1
SH24522,45,0,78,0,46,16,33,32,0,1
SH24523,56,0,96,2,38,-15,40,57,18,4
SH24524,46,0,81,-6,44,-25,35,37,2,1
SH24525,56,-1,96,0,54,9,40,42,2,1
SH24526,37,-1,83,6,24,0,46,59,14,1
SH24527,44,-3,83,0,44,0,38,39,0,1
SH24528,55,0,96,5,44,0,41,52,12,4
SH24529,49,0,95,0,50,9,47,46,0,1
SH24530,44,0,84,0,44,14,41,41,0,1
SH24531,41,0,87,2,38,-5,46,48,2,1
SH24532,49,0,84,-1,50,0,35,35,0,1
SH24533,37,1,79,0,38,26,41,40,0,1
SH24534,55,0,77,0,-24,-7,21,103,82,4
SH24535,39,-3,75,0,38,0,35,36,0,1
SH24536,53,1,88,0,54,19,35,34,0,1
SH24537,44,0,99,-1,44,18,56,55,0,1
SH24538,40,0,82,2,38,0,42,43,2,1
SH24539,37,0,77,1,36,11,40,41,0,1
SH24540,41,2,79,0,42,3,38,37,0,1
SH24541,74,-42,107,0,62,-1,33,45,12,3
SH24542,37,0,77,0,34,6,41,44,2,1
SH24543,37,0,82,0,36,-19,45,46,2,1
SH24544,38,-4,79,0,38,0,41,40,0,1
SH24545,41,0,81,0,42,6,41,40,0,1
SH24546,49,0,87,-4,50,0,38,38,0,1
SH24547,37,0,77,0,36,-14,40,41,2,1
SH24548,56,-3,87,0,54,-22,31,33,2,1
SH24549,43,-4,97,0,42,0,54,55,2,1
SH24550,37,0,77,0,-22,4,41,101,60,1
SH24551,41,-2,83,0,38,-24,41,44,2,1
SH24552,38,3,76,0,36,-5,38,39,2,1
SH24553,49,0,79,4,50,0,30,30,0,1
SH24554,52,-1,78,0,52,0,26,26,0,1
SH24555,45,-3,79,0,44,-9,34,35,2,1
SH24556,56,4,95,0,46,2,39,49,10,4
SH24557,37,0,76,0,38,27,38,37,0,1
SH24558,51,0,78,0,52,30,27,26,0,1
SH24559,55,0,79,0,24,0,23,55,32,4
SH24560,45,5,78,0,44,-1,33,34,2,1
SH24561,37,0,79,0,28,28,42,50,8,1
SH24562,45,-1,76,-3,44,-21,31,32,2,1
SH24563,48,0,82,0,46,-5,34,35,2,1
SH24564,46,0,90,0,46,0,44,44,0,1
SH24565,37,0,79,0,34,6,42,46,4,1
SH24566,53,-2,77,-2,54,18,24,23,0,1
SH24567,81,0,85,4,-12,0,4,98,94,5
SH24568,45,-1,88,0,46,9,42,41,0,1
SH24569,39,-3,82,1,38,0,43,43,0,1
SH24570,37,-4,79,0,-2,0,42,81,40,1
SH24571,44,2,75,0,44,15,31,31,0,1
