LR,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,class
LR12904,2,1,3,2,2,7,7,5,7,7,5,9,2,8,5,10,E
LR12905,4,7,7,5,5,4,8,3,4,10,10,10,5,9,2,6,M
LR12906,3,4,5,3,3,7,6,3,4,9,7,8,7,5,1,8,M
LR12907,6,10,8,7,5,6,10,1,6,13,7,5,1,10,2,7,F
LR12908,5,7,5,5,3,4,12,1,2,8,10,7,3,12,1,8,V
LR12909,3,4,4,5,3,8,7,6,2,8,7,10,3,8,5,8,Q
LR12910,4,2,5,3,3,5,7,4,7,7,6,11,3,8,5,9,K
LR12911,2,1,2,1,1,7,7,7,5,6,5,7,1,8,7,10,B
LR12912,7,11,7,9,5,5,12,4,7,12,9,4,2,12,2,4,T
LR12913,3,7,4,5,3,8,3,2,2,7,2,8,2,6,3,7,A
LR12914,1,6,0,8,1,7,7,4,4,7,6,8,0,8,0,8,I
LR12915,1,0,1,1,0,6,7,6,7,7,6,13,0,8,4,10,C
LR12916,2,7,4,5,3,9,12,2,3,4,10,9,2,11,1,9,V
LR12917,1,1,2,1,0,7,10,2,2,7,12,8,1,11,0,8,Y
LR12918,2,7,3,5,3,7,7,5,9,7,6,8,1,8,7,8,Z
LR12919,2,3,3,4,3,8,8,5,2,5,8,10,2,9,5,9,Q
LR12920,6,9,5,4,3,10,6,6,5,11,4,9,5,7,6,11,B
LR12921,2,4,4,3,2,7,7,3,9,6,6,8,2,8,5,8,X
LR12922,2,0,2,1,1,5,7,8,6,6,6,6,2,8,3,8,D
LR12923,7,11,8,6,5,4,7,2,3,8,10,8,10,10,2,5,W
LR12924,4,6,6,4,5,8,6,3,5,6,7,8,3,9,8,9,X
LR12925,3,2,5,4,2,7,12,2,3,7,11,9,2,10,1,8,V
LR12926,6,10,8,7,6,10,6,5,4,8,5,7,3,7,11,7,Z
LR12927,4,7,6,6,7,7,8,5,5,7,6,8,6,9,7,8,V
LR12928,6,5,7,4,4,4,11,2,2,9,9,8,7,11,1,6,W
LR12929,4,3,4,5,3,6,7,8,6,7,6,6,2,8,9,10,B
LR12930,4,7,6,5,5,6,8,3,4,8,7,7,5,9,5,3,N
LR12931,3,6,6,4,6,9,4,2,2,8,4,8,8,6,2,7,M
LR12932,5,11,6,8,5,5,11,7,6,11,10,5,2,9,2,5,F
LR12933,2,4,3,2,1,5,9,4,7,11,9,11,1,9,2,7,C
LR12934,5,10,5,7,4,6,6,6,5,10,7,13,2,9,5,9,G
LR12935,5,10,6,8,3,5,8,6,8,12,9,12,2,9,3,7,C
LR12936,4,8,5,6,3,6,8,6,11,7,7,10,1,9,8,8,Z
LR12937,4,5,6,4,4,8,7,3,5,7,8,8,5,9,3,6,A
LR12938,3,7,4,5,2,7,8,3,12,8,6,8,0,8,7,7,Z
LR12939,5,5,6,8,3,8,8,6,9,5,6,7,0,8,9,7,S
LR12940,2,4,2,3,1,4,4,4,8,2,1,6,0,7,1,6,L
LR12941,6,11,5,6,2,4,11,3,7,13,8,6,2,7,3,3,T
LR12942,8,15,7,8,5,6,7,4,7,9,6,7,5,9,7,5,D
LR12943,4,6,5,4,3,6,8,6,6,10,8,9,2,8,4,9,G
LR12944,0,0,1,0,0,12,4,4,3,12,4,10,0,7,0,8,J
LR12945,1,3,2,2,1,7,7,5,8,6,6,8,1,8,7,8,Z
LR12946,3,8,4,6,4,6,8,3,8,7,6,9,0,8,9,7,Z
LR12947,5,9,4,4,2,9,7,6,4,13,5,8,3,8,5,10,I
LR12948,3,5,4,3,2,4,8,5,7,11,9,12,1,9,3,7,C
LR12949,6,11,6,8,5,6,6,9,7,6,6,7,2,8,10,10,B
LR12950,1,0,1,1,0,7,7,9,0,6,6,8,4,8,0,8,N
LR12951,3,10,5,7,2,6,8,4,3,8,14,8,3,10,0,8,V
LR12952,5,8,6,6,2,8,4,5,6,15,7,13,1,6,1,6,J
LR12953,2,5,4,4,3,9,6,4,6,10,4,6,2,8,3,8,D
LR12954,6,9,8,7,7,8,8,6,3,6,6,10,4,8,8,9,E
LR12955,1,2,2,3,1,10,6,2,6,12,4,9,0,7,1,8,J
LR12956,2,7,4,4,1,8,14,1,6,6,11,8,0,8,0,8,T
LR12957,4,10,6,8,2,8,8,4,3,6,14,8,3,9,0,8,V
LR12958,3,9,3,6,1,1,12,5,5,11,10,8,0,8,3,6,F
LR12959,8,14,7,8,3,6,9,2,7,10,7,6,2,10,5,6,F
LR12960,5,9,5,7,3,4,10,7,8,13,10,8,2,10,2,6,C
LR12961,4,11,6,8,4,11,8,5,2,6,9,8,8,10,0,8,W
LR12962,10,14,9,8,4,6,4,4,6,4,7,6,6,5,2,7,U
LR12963,2,2,4,4,2,10,6,2,7,12,4,9,1,6,1,7,J
LR12964,1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,I
LR12965,4,8,6,6,6,8,10,2,3,6,8,8,7,11,1,8,W
LR12966,2,3,2,2,2,7,8,5,5,7,6,6,2,8,5,9,B
LR12967,2,2,4,3,1,7,11,1,7,7,11,8,1,11,2,8,Y
LR12968,6,10,8,8,6,7,8,6,6,6,6,4,9,10,5,6,N
LR12969,2,7,3,5,2,7,7,3,11,8,6,8,0,8,7,8,Z
LR12970,4,6,4,8,3,8,8,6,9,4,5,5,0,8,9,7,S
LR12971,2,6,3,4,3,8,8,7,5,7,5,8,2,8,8,8,S
LR12972,6,13,6,7,3,7,9,2,6,12,5,5,2,9,6,6,F
LR12973,3,3,5,4,1,5,10,3,2,8,13,8,2,11,0,8,Y
LR12974,0,0,1,1,0,12,4,5,3,12,4,11,0,7,0,8,J
LR12975,4,7,5,5,4,9,8,5,3,7,5,7,3,7,8,4,Z
LR12976,6,8,6,6,7,7,10,4,3,9,6,6,8,10,4,5,W
LR12977,5,7,6,5,6,6,6,4,3,7,6,11,5,9,3,9,C
LR12978,5,11,8,8,8,4,12,2,2,8,9,9,7,13,2,8,W
LR12979,1,3,2,2,1,6,11,3,4,8,10,7,2,11,0,7,T
LR12980,3,8,4,6,4,6,10,7,4,7,4,9,2,6,5,11,R
LR12981,3,7,3,5,2,3,7,6,9,7,6,14,0,8,7,8,E
LR12982,4,9,6,6,6,8,7,5,6,9,6,6,3,9,7,8,B
LR12983,2,2,3,3,2,7,7,5,9,6,6,8,2,8,7,8,Z
LR12984,5,8,7,6,9,7,10,3,4,8,7,7,3,7,8,2,S
LR12985,3,6,4,4,3,9,7,3,5,10,4,7,3,7,3,10,R
LR12986,3,4,4,3,3,7,6,6,4,6,7,9,6,5,2,8,M
LR12987,2,3,3,1,1,5,8,2,7,11,8,10,1,8,3,7,E
LR12988,2,4,2,3,2,7,7,5,5,6,6,6,2,8,5,9,B
LR12989,3,5,4,3,3,9,7,6,6,7,6,8,3,8,3,7,H
LR12990,6,11,9,8,8,7,9,5,1,7,9,8,9,10,1,7,W
LR12991,6,7,4,10,3,6,10,3,3,13,6,5,3,8,7,9,J
LR12992,4,10,6,7,5,6,8,3,4,8,7,7,6,7,4,7,J
LR12993,6,8,9,6,4,8,8,2,6,10,5,6,6,9,1,7,N
LR12994,2,6,2,4,1,1,11,4,7,12,12,9,0,8,2,6,F
LR12995,3,8,5,6,4,10,6,3,6,11,4,7,3,8,2,9,D
LR12996,3,3,4,4,1,7,7,6,2,7,6,8,3,8,4,8,X
LR12997,7,9,7,5,3,3,9,3,2,8,11,9,10,11,0,7,W
LR12998,4,10,6,8,6,7,7,6,6,7,6,7,3,7,5,9,R
LR12999,7,11,10,8,15,10,8,5,3,7,7,8,13,10,4,6,W
LR13000,3,5,5,4,3,9,6,4,7,10,4,6,2,8,3,8,D
LR13001,3,4,4,3,1,5,12,2,3,9,11,7,2,11,1,8,V
LR13002,6,10,8,8,7,5,5,4,8,6,7,12,4,8,7,9,K
LR13003,10,15,7,8,4,7,7,5,5,8,4,7,5,9,6,8,O
LR13004,4,8,5,6,3,7,4,1,7,8,2,10,1,6,3,8,L
LR13005,4,7,5,5,3,7,8,8,5,7,7,9,3,8,3,8,O
LR13006,3,7,3,5,2,7,5,13,5,7,13,8,3,9,0,8,U
LR13007,5,6,6,6,5,6,7,6,7,9,7,9,4,7,5,5,O
LR13008,2,6,3,4,1,8,7,3,6,15,5,9,1,6,1,7,J
LR13009,3,3,4,5,2,7,7,14,2,5,6,8,6,8,0,8,N
LR13010,7,11,5,6,3,6,7,5,4,7,4,7,5,8,5,7,O
LR13011,6,11,9,8,6,11,8,2,5,10,2,4,7,10,2,8,N
LR13012,2,7,3,4,1,4,11,8,3,10,6,4,1,10,3,8,P
LR13013,3,8,4,6,2,9,6,2,8,15,4,8,0,7,0,7,J
LR13014,1,1,3,2,1,7,2,2,1,7,2,8,1,6,2,7,A
LR13015,7,10,8,8,4,6,8,7,8,13,8,9,2,11,3,7,C
LR13016,4,10,5,7,2,7,7,4,4,7,6,8,3,8,4,8,X
LR13017,2,5,3,3,2,5,4,5,6,2,2,5,1,6,1,6,L
LR13018,1,8,1,6,1,7,7,0,8,7,6,8,0,8,3,8,I
LR13019,3,6,4,4,2,4,6,6,10,7,7,13,0,8,8,8,E
LR13020,7,9,10,6,6,10,5,2,6,9,4,7,8,6,2,8,M
LR13021,4,5,8,4,3,7,7,1,9,10,6,8,2,8,3,7,X
LR13022,5,9,6,7,5,10,6,4,7,10,3,5,3,8,3,9,D
LR13023,6,12,6,6,5,9,6,3,6,10,4,7,5,8,8,7,D
LR13024,5,11,4,8,3,8,8,2,4,12,4,5,2,9,7,8,J
LR13025,2,1,3,1,0,7,15,2,4,7,10,8,0,8,0,8,T
LR13026,3,7,3,5,1,7,5,13,5,7,13,8,3,9,0,8,U
LR13027,3,7,5,5,5,6,6,3,4,7,6,9,5,7,7,9,K
LR13028,5,11,5,8,2,4,7,9,2,7,4,11,4,8,2,11,K
LR13029,2,4,4,3,2,7,9,3,4,12,5,4,1,9,3,8,P
LR13030,5,8,6,6,5,9,8,7,8,7,5,5,2,8,8,9,B
LR13031,5,8,6,6,6,5,6,4,6,6,6,10,3,8,5,10,K
LR13032,2,2,3,3,2,7,7,5,7,7,6,9,2,8,5,10,E
LR13033,3,8,5,6,3,12,3,2,2,9,2,9,3,7,3,9,A
LR13034,4,10,6,8,6,9,5,6,4,7,8,8,6,8,8,3,Y
LR13035,6,10,7,8,4,7,7,4,8,11,7,8,2,9,5,8,S
LR13036,2,2,3,3,3,6,7,5,6,7,6,8,3,8,3,8,H
LR13037,3,4,4,2,2,4,10,2,7,10,10,5,2,11,3,4,Y
LR13038,3,8,5,6,3,8,7,2,9,11,6,8,2,8,6,8,Z
LR13039,4,11,5,8,5,3,7,5,9,7,7,14,0,8,6,9,E
LR13040,7,10,5,14,5,7,10,3,3,11,7,7,3,8,14,7,Z
LR13041,6,5,7,8,4,8,7,13,2,6,9,8,9,6,0,8,M
LR13042,1,1,2,1,1,5,11,7,1,10,6,4,1,9,3,8,P
LR13043,6,8,6,6,3,4,14,5,7,12,9,3,1,11,2,4,T
LR13044,5,4,6,3,3,4,11,3,2,9,9,7,7,11,1,6,W
LR13045,5,10,6,8,3,7,4,15,6,7,14,8,3,9,0,8,U
LR13046,7,11,6,6,3,7,6,5,6,3,9,7,5,8,3,6,U
LR13047,4,10,6,7,6,7,7,5,3,7,6,8,5,8,8,9,E
LR13048,7,7,7,5,6,5,10,3,3,9,7,7,8,10,3,5,W
LR13049,3,8,4,6,3,4,8,7,3,6,4,11,3,8,2,11,K
LR13050,5,7,7,5,3,7,7,2,10,12,7,7,1,7,6,7,Z
LR13051,4,7,6,8,6,9,8,5,5,7,5,7,3,8,9,8,I
LR13052,8,10,8,8,8,6,11,3,3,9,7,7,10,12,4,5,W
LR13053,6,7,8,10,10,8,7,4,3,7,7,7,7,12,6,6,P
LR13054,3,6,6,4,3,6,10,2,6,13,6,4,1,10,2,7,F
LR13055,4,4,4,6,2,1,14,5,3,12,9,5,0,8,2,6,F
LR13056,5,8,8,7,9,8,7,4,4,8,5,7,7,8,6,5,R
LR13057,4,8,5,6,5,8,7,5,6,7,6,6,3,8,3,7,H
LR13058,4,8,5,9,6,8,8,5,2,7,9,10,3,9,5,7,Q
LR13059,10,15,11,8,7,7,8,2,4,6,9,6,11,9,3,5,W
LR13060,1,6,2,4,1,14,2,6,5,13,2,10,0,7,0,8,J
LR13061,6,11,6,8,4,5,12,9,3,7,3,9,3,7,6,11,R
LR13062,4,8,6,6,4,6,7,8,7,6,5,4,3,8,4,9,D
LR13063,7,10,7,7,4,4,10,7,8,12,10,8,2,10,3,7,C
LR13064,3,9,5,6,2,6,6,3,1,6,0,8,2,7,1,7,A
LR13065,3,9,4,6,2,7,7,4,14,10,6,8,0,8,8,8,Z
LR13066,3,6,3,4,3,6,6,8,6,6,6,7,2,8,8,9,B
LR13067,2,3,3,2,2,7,7,6,4,9,6,8,2,8,2,8,O
LR13068,1,0,2,1,1,7,7,7,5,6,6,7,1,8,7,9,B
LR13069,4,7,6,6,5,8,6,2,3,8,4,8,4,6,7,11,K
LR13070,3,5,3,4,3,8,6,7,5,7,7,9,2,10,9,8,S
LR13071,2,3,3,2,2,9,6,3,5,10,4,7,2,8,2,8,D
LR13072,5,9,6,7,4,7,11,3,2,6,11,8,3,10,3,9,V
LR13073,3,5,4,8,2,0,12,4,6,12,12,9,0,8,2,6,F
LR13074,4,9,5,6,3,9,7,9,8,7,5,10,3,8,4,8,O
LR13075,5,10,8,8,5,7,10,5,5,12,5,3,1,10,4,8,P
LR13076,3,4,6,3,3,6,7,2,7,10,7,10,3,8,3,7,K
LR13077,4,9,6,6,7,7,8,6,4,7,6,8,6,9,7,6,M
LR13078,8,9,8,6,6,2,12,2,2,10,10,8,7,11,1,7,W
LR13079,3,7,4,4,2,7,8,14,1,7,5,8,3,8,0,8,H
LR13080,3,6,5,4,3,6,4,1,8,8,2,11,0,7,2,8,L
LR13081,2,4,4,3,2,7,8,3,4,10,6,7,5,9,0,7,N
LR13082,4,8,4,6,3,6,12,4,6,11,9,4,2,12,2,4,T
LR13083,2,7,3,5,2,8,4,3,7,7,2,8,1,6,2,8,L
LR13084,7,11,10,8,4,9,7,5,2,6,8,8,9,9,0,8,W
LR13085,6,10,9,7,7,6,8,1,8,11,6,9,3,8,4,8,E
LR13086,2,4,4,3,2,7,7,3,5,10,6,8,3,8,2,8,H
LR13087,5,11,7,8,4,10,6,1,7,14,3,7,0,7,1,8,J
LR13088,5,8,5,6,5,5,10,3,3,9,7,7,7,11,2,5,W
LR13089,2,8,3,5,1,7,14,0,6,7,11,8,0,8,0,8,T
LR13090,6,11,8,8,8,8,6,8,5,7,6,9,6,8,5,6,U
LR13091,5,10,3,5,2,7,8,5,6,10,6,9,1,9,7,8,E
LR13092,2,5,3,4,2,6,7,5,5,9,7,10,2,9,4,10,G
LR13093,1,3,2,2,1,8,8,6,5,7,6,7,2,8,8,8,S
LR13094,8,15,7,9,4,4,4,5,5,4,7,8,5,9,2,8,U
LR13095,6,10,6,5,3,7,7,3,6,10,8,9,6,11,3,7,K
LR13096,2,3,3,2,1,10,2,2,1,9,2,9,1,6,2,8,A
LR13097,5,11,7,8,6,6,10,2,5,13,7,5,2,10,2,7,F
LR13098,5,9,6,7,4,7,7,9,5,7,7,8,3,8,3,8,O
LR13099,4,8,6,6,7,7,8,6,4,6,6,8,6,9,7,10,M
LR13100,7,10,7,6,4,8,6,2,8,12,6,9,3,8,6,7,Z
LR13101,5,9,5,6,2,7,8,15,0,7,5,8,3,8,0,8,H
LR13102,9,14,8,8,4,9,3,4,7,11,3,10,3,8,8,11,Q
LR13103,2,4,3,3,1,9,6,2,7,10,5,8,1,9,5,9,S
LR13104,4,8,4,6,5,6,8,8,6,7,5,7,2,8,7,9,B
LR13105,4,6,5,4,4,7,6,7,2,7,7,8,6,8,5,10,W
LR13106,7,10,10,8,5,5,8,2,9,11,10,9,3,8,4,6,X
LR13107,3,8,3,5,1,1,13,5,4,12,10,7,0,8,2,6,F
LR13108,5,10,6,7,8,8,8,5,2,6,6,8,7,8,7,13,G
LR13109,7,13,8,8,5,6,3,3,2,8,4,10,7,2,2,8,M
LR13110,4,7,4,9,4,8,8,6,2,8,8,10,3,9,6,7,Q
LR13111,4,8,6,6,4,3,8,2,7,10,11,12,3,8,3,5,K
LR13112,6,10,7,5,4,9,3,2,2,9,4,9,8,2,2,9,M
LR13113,4,9,5,6,3,8,8,5,9,5,6,7,0,8,9,7,S
LR13114,6,9,8,7,5,8,6,2,9,12,5,10,3,7,7,9,Z
LR13115,3,3,4,2,2,9,6,6,4,6,7,6,6,5,2,6,M
LR13116,3,8,5,6,2,7,7,8,7,6,6,8,2,7,6,11,G
LR13117,5,6,8,4,5,9,6,3,5,9,5,7,8,6,2,8,M
LR13118,5,8,6,6,5,8,5,11,0,7,9,8,9,6,2,7,M
LR13119,3,9,4,7,3,6,4,1,8,8,2,10,0,7,2,8,L
LR13120,5,7,7,5,3,6,14,5,2,12,4,1,0,10,3,8,P
LR13121,4,8,6,12,11,9,7,4,2,6,7,9,5,11,8,9,Y
LR13122,3,6,4,4,5,7,8,4,2,7,6,7,7,9,7,8,H
LR13123,4,11,6,8,6,8,8,2,6,7,7,8,5,11,8,8,X
LR13124,3,7,4,5,3,7,7,8,5,6,5,6,3,8,3,8,O
LR13125,3,4,4,3,2,6,7,5,5,9,7,10,2,9,4,9,G
LR13126,1,0,2,0,0,7,4,2,0,7,2,8,2,7,1,8,A
LR13127,4,9,7,6,5,8,10,2,3,6,9,8,7,11,1,8,W
LR13128,2,3,3,2,2,7,8,6,4,9,6,8,2,8,2,8,O
LR13129,5,9,6,7,5,9,7,4,7,11,5,6,3,7,4,8,D
LR13130,6,9,9,7,7,7,7,3,6,10,7,8,3,8,3,8,H
LR13131,5,9,6,4,3,5,8,2,3,7,9,8,9,11,2,6,W
LR13132,3,5,4,7,2,7,8,15,1,7,5,8,3,8,0,8,H
LR13133,3,4,5,5,1,6,10,3,2,9,13,8,1,11,0,8,Y
LR13134,4,7,4,5,2,4,7,8,1,7,6,11,3,8,2,11,K
LR13135,6,11,6,8,4,3,7,6,11,7,6,14,0,8,8,7,E
LR13136,5,11,6,8,4,8,7,5,9,11,3,7,2,6,5,9,S
LR13137,3,6,4,4,3,5,9,2,6,10,7,7,2,7,4,4,S
LR13138,5,8,7,6,6,8,6,7,7,7,7,7,3,8,3,8,H
LR13139,3,5,4,4,3,6,8,3,7,8,7,8,3,9,7,6,T
LR13140,1,6,2,4,0,13,3,7,4,13,3,11,0,7,0,8,J
LR13141,6,8,6,6,3,4,10,3,7,11,11,6,1,11,3,4,Y
LR13142,2,1,3,2,1,7,7,13,1,5,6,8,5,8,0,8,N
LR13143,2,3,2,2,1,5,11,5,3,10,7,3,0,9,3,6,P
LR13144,3,1,4,3,3,10,11,3,2,5,9,7,6,11,0,8,W
LR13145,6,11,8,8,5,9,6,3,10,12,4,8,2,7,6,8,Z
LR13146,3,1,4,2,2,7,7,4,9,6,6,8,3,8,6,8,X
LR13147,3,7,4,5,2,9,6,0,7,13,5,8,0,8,1,8,I
LR13148,4,5,5,3,2,5,11,2,9,12,9,5,0,10,2,4,T
LR13149,1,3,2,2,1,7,7,1,7,13,6,8,0,8,1,8,I
LR13150,1,0,2,0,0,8,4,2,0,7,2,8,2,7,1,8,A
LR13151,6,10,6,6,3,11,3,4,5,12,2,8,5,7,4,10,D
LR13152,3,3,5,2,2,8,6,2,4,9,6,8,7,6,2,8,M
LR13153,4,4,4,6,2,7,7,14,2,4,6,8,6,8,0,8,N
LR13154,4,8,6,6,7,9,7,1,5,9,5,5,3,10,4,6,F
LR13155,1,0,2,1,0,7,14,1,4,7,10,8,0,8,0,8,T
LR13156,4,10,5,8,5,7,11,3,7,7,11,8,2,12,1,8,T
LR13157,3,7,4,5,2,8,7,4,4,7,6,8,2,8,4,8,X
LR13158,3,9,4,6,3,5,11,8,4,7,3,9,3,7,6,11,R
LR13159,2,3,4,2,2,7,8,2,9,12,7,7,1,8,5,7,Z
LR13160,4,9,5,7,4,7,8,3,13,8,6,8,0,8,8,7,Z
LR13161,2,2,3,3,2,7,6,6,6,7,6,10,2,9,4,9,G
LR13162,1,3,2,1,1,6,2,1,1,6,2,8,1,6,1,7,A
LR13163,1,0,1,1,0,6,7,6,8,7,6,14,0,8,4,10,C
LR13164,6,9,8,8,9,7,7,5,4,8,7,9,8,11,10,12,E
LR13165,5,9,7,7,4,10,7,3,7,10,2,7,3,6,4,11,R
LR13166,5,11,6,8,3,8,8,6,10,5,6,6,0,8,9,7,S
LR13167,3,7,4,5,3,6,12,2,2,8,10,8,4,11,4,8,V
LR13168,1,0,2,0,0,7,7,3,10,8,6,8,0,8,6,8,Z
LR13169,8,13,6,8,4,6,8,4,4,10,7,5,3,10,4,4,Y
LR13170,4,6,4,4,2,6,7,6,7,10,7,10,2,10,4,9,G
LR13171,1,3,2,2,0,7,7,1,7,13,6,8,0,8,0,7,I
LR13172,2,3,3,2,1,5,12,3,6,11,9,4,1,10,2,5,T
LR13173,6,10,6,8,4,4,9,1,8,10,10,6,1,10,3,4,Y
LR13174,1,1,2,1,0,8,10,3,1,6,12,8,1,11,0,8,Y
LR13175,6,9,8,8,9,7,8,6,5,7,6,7,6,11,8,11,V
LR13176,5,9,5,4,3,7,5,3,5,12,7,11,3,8,6,8,L
LR13177,5,7,7,5,5,7,7,3,6,10,5,8,3,8,3,8,H
LR13178,4,7,6,5,3,4,8,5,1,7,9,8,8,10,0,8,W
LR13179,4,8,6,6,3,9,12,3,3,4,11,9,3,9,2,8,V
LR13180,2,4,3,3,1,6,8,7,7,8,8,13,1,10,4,10,C
LR13181,2,0,2,1,0,7,7,6,5,7,6,8,2,8,3,8,O
LR13182,4,5,6,8,2,8,4,3,2,7,1,8,3,7,2,8,A
LR13183,4,2,5,4,3,6,6,6,6,6,6,10,2,9,4,8,G
LR13184,3,3,4,2,2,7,7,6,6,7,6,5,5,8,3,7,D
LR13185,4,11,4,8,3,3,6,6,12,7,7,15,0,8,7,7,E
LR13186,4,4,6,7,3,8,6,9,8,7,5,9,3,8,4,8,O
LR13187,3,10,4,8,3,14,3,5,4,13,2,9,0,7,0,8,J
LR13188,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,I
LR13189,1,0,1,0,0,8,6,5,4,6,6,9,1,8,5,10,G
LR13190,5,6,5,4,3,4,12,2,7,12,10,5,1,10,1,5,T
LR13191,2,10,3,8,4,7,7,0,7,7,6,8,0,8,3,8,I
LR13192,2,4,3,2,2,8,8,4,5,9,5,7,2,7,4,10,R
LR13193,3,5,4,4,2,4,10,2,7,11,10,6,1,11,3,5,Y
LR13194,4,6,4,4,3,8,6,7,4,9,5,8,3,8,3,8,O
LR13195,6,10,8,8,6,7,10,4,4,13,6,3,1,10,3,8,P
LR13196,6,7,8,10,10,9,9,4,2,4,8,9,5,13,10,10,Y
LR13197,4,3,5,2,3,4,11,3,2,9,9,7,6,11,1,7,W
LR13198,2,5,3,4,2,6,7,6,6,10,7,11,2,9,4,9,G
LR13199,5,7,5,5,4,3,11,2,2,10,9,7,5,11,1,7,W
LR13200,3,7,4,4,1,7,7,4,4,7,6,8,3,8,4,8,X
LR13201,2,10,4,7,1,8,14,0,6,6,11,8,0,8,0,8,T
LR13202,2,5,4,3,2,7,7,6,6,6,6,10,2,8,4,9,G
LR13203,10,15,10,8,5,8,6,5,6,10,3,6,6,6,6,10,D
LR13204,5,10,7,8,8,6,8,5,3,7,5,8,4,7,7,11,K
LR13205,9,13,7,7,3,5,9,4,6,3,4,11,6,10,2,7,N
LR13206,1,3,2,2,1,10,6,2,6,12,4,8,0,7,1,7,J
LR13207,3,8,3,6,2,3,7,6,10,7,6,14,0,8,7,8,E
LR13208,7,14,5,8,4,6,9,4,4,9,8,9,4,9,9,10,C
LR13209,5,10,7,8,3,7,6,9,8,6,5,6,3,8,4,8,O
LR13210,4,11,5,8,7,7,7,5,7,7,5,9,6,8,6,10,E
LR13211,5,7,7,6,7,9,7,2,4,7,6,6,3,10,7,8,X
LR13212,9,15,7,8,5,8,7,5,3,8,8,10,4,9,8,13,C
LR13213,4,6,6,4,3,7,8,2,8,11,7,8,1,9,5,7,Z
LR13214,5,10,5,5,2,7,7,3,4,13,7,9,2,9,3,8,S
LR13215,1,0,1,0,0,8,7,6,4,7,6,8,2,8,2,8,O
LR13216,4,8,5,6,4,7,7,7,8,6,5,5,3,8,3,7,D
LR13217,2,4,3,5,3,8,7,6,2,8,7,9,2,9,4,8,Q
LR13218,6,9,9,7,4,3,8,4,8,12,12,12,3,8,4,5,K
LR13219,2,8,3,6,2,9,6,2,7,12,3,8,1,6,1,6,J
LR13220,2,3,3,2,1,8,8,5,6,5,9,8,3,10,0,8,U
LR13221,4,9,6,6,4,8,10,2,1,6,10,8,3,10,3,9,V
LR13222,6,11,8,8,9,5,6,3,5,8,6,12,6,9,3,9,C
LR13223,4,11,6,8,6,5,6,4,7,6,6,11,3,8,6,9,K
LR13224,6,10,8,8,5,8,7,2,10,12,5,8,1,7,6,7,Z
LR13225,5,8,7,6,6,7,7,7,7,6,7,9,3,10,6,7,T
LR13226,5,10,6,8,3,8,8,6,9,5,6,7,0,8,9,8,S
LR13227,3,11,5,8,1,9,15,0,6,6,11,8,0,8,0,8,T
LR13228,5,7,5,5,3,3,12,2,2,9,10,8,3,10,1,7,V
LR13229,4,8,5,6,3,7,12,3,7,7,11,8,2,12,1,7,T
LR13230,4,7,5,5,5,7,7,4,6,6,5,7,3,7,4,8,R
LR13231,4,8,5,6,4,7,10,4,4,12,5,3,1,10,2,8,P
LR13232,4,9,5,7,4,10,7,3,7,10,2,7,3,6,3,11,R
LR13233,2,11,2,8,4,7,7,0,7,7,6,8,0,8,2,8,I
LR13234,2,3,3,1,1,8,11,1,6,5,11,9,1,11,1,8,Y
LR13235,4,9,5,6,3,6,7,7,6,9,7,12,2,8,4,10,G
LR13236,8,11,11,8,9,9,6,3,7,10,4,8,6,8,5,8,H
LR13237,4,5,5,3,2,7,12,3,7,7,11,8,2,11,1,8,T
LR13238,4,8,5,6,4,5,8,3,7,11,8,9,3,8,4,7,E
LR13239,3,5,5,3,2,7,10,5,3,11,5,3,1,10,2,8,P
LR13240,2,2,3,4,2,8,7,6,2,6,6,9,2,9,5,9,Q
LR13241,3,1,4,3,2,7,12,3,6,7,11,8,2,11,1,7,T
LR13242,8,15,7,8,5,6,7,4,7,8,5,7,6,9,7,5,D
LR13243,7,12,8,7,4,12,2,4,3,12,1,8,6,3,1,9,M
LR13244,6,11,9,8,5,3,7,3,8,11,11,12,3,8,4,6,K
LR13245,5,9,7,7,5,6,4,2,7,7,2,9,1,6,3,8,L
LR13246,3,6,4,4,3,6,7,6,5,9,7,10,2,9,4,10,G
LR13247,5,6,6,4,2,4,8,5,8,11,11,9,3,9,1,6,U
LR13248,4,6,4,4,3,6,7,8,7,8,8,7,2,9,3,8,D
LR13249,2,3,3,3,2,8,8,5,2,5,7,10,2,9,5,9,Q
LR13250,2,6,4,4,2,8,11,2,3,5,11,9,2,10,0,8,V
LR13251,2,1,2,2,1,5,7,8,1,7,6,11,3,8,2,11,K
LR13252,4,9,6,6,4,5,13,5,3,13,6,2,0,10,2,8,P
LR13253,6,8,8,6,5,10,6,4,6,10,2,7,4,7,4,9,H
LR13254,4,4,4,6,2,8,9,6,9,5,5,5,0,7,9,8,S
LR13255,7,15,7,8,4,5,9,3,5,13,8,7,3,7,4,7,S
LR13256,2,1,3,1,2,7,8,6,6,7,6,10,3,8,3,9,H
LR13257,3,6,4,4,2,6,7,6,7,7,6,12,1,8,4,10,C
LR13258,1,0,1,0,0,7,8,10,2,7,5,8,2,8,0,8,H
LR13259,2,3,3,1,1,4,11,2,6,11,10,5,0,10,1,5,Y
