obj,age,workclass,fnlwgt,education,5th-6th,education-num,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Prediction task
obj13737,35, Private,93225, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
obj13738,28, Federal-gov,341709, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
obj13739,25, Private,236242, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
obj13740,21, Private,121889, Some-college,10, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States, <=50K
obj13741,18, Private,318190, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
obj13742,63, Self-emp-not-inc,111306, 7th-8th,4, Widowed, Farming-fishing, Unmarried, White, Female,0,0,10, United-States, <=50K
obj13743,18, Private,198614, 11th,7, Never-married, Sales, Own-child, Black, Female,0,0,8, United-States, <=50K
obj13744,32, Private,193231, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
obj13745,25, ?,104614, 11th,7, Never-married, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
obj13746,19, Private,172368, 11th,7, Never-married, Transport-moving, Own-child, White, Male,0,0,20, United-States, <=50K
obj13747,23, Private,60331, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
obj13748,38, Private,154568, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, ?, <=50K
obj13749,36, Private,192939, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60, United-States, >50K
obj13750,43, Private,138184, HS-grad,9, Divorced, Other-service, Not-in-family, Black, Female,0,1762,35, United-States, <=50K
obj13751,45, Private,238567, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England, >50K
obj13752,30, Private,208068, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Mexico, <=50K
obj13753,46, Private,181810, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,4064,0,40, United-States, <=50K
obj13754,24, Federal-gov,283918, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,25, United-States, <=50K
obj13755,42, Private,107276, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,2444,40, United-States, >50K
obj13756,23, Private,37783, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
obj13757,27, Private,263552, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
obj13758,48, Private,255439, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
obj13759,31, Self-emp-inc,344275, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,44, United-States, <=50K
obj13760,31, Private,70568, 1st-4th,2, Never-married, Other-service, Other-relative, White, Female,0,0,25, El-Salvador, <=50K
obj13761,18, Private,127827, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
obj13762,36, Private,185203, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
obj13763,58, Private,123436, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,50, United-States, >50K
obj13764,51, Self-emp-not-inc,136322, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1579,40, United-States, <=50K
obj13765,22, Private,187052, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
obj13766,72, Private,177769, 10th,6, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States, <=50K
obj13767,61, Private,68268, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55, United-States, <=50K
obj13768,42, Private,424855, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3908,0,40, United-States, <=50K
obj13769,37, Federal-gov,81853, HS-grad,9, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, ?, <=50K
obj13770,30, Self-emp-inc,153549, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
obj13771,40, Private,271393, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
obj13772,20, Private,198148, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
obj13773,65, Private,469602, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States, <=50K
obj13774,36, Private,163290, Some-college,10, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
obj13775,37, Private,295949, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
obj13776,33, Self-emp-not-inc,125279, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
obj13777,64, Local-gov,182866, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
obj13778,61, Self-emp-not-inc,111563, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, United-States, >50K
obj13779,38, Private,34173, Bachelors,13, Never-married, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
obj13780,27, Private,183627, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
obj13781,24, Private,197757, Bachelors,13, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
obj13782,39, Private,98941, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
obj13783,44, Private,205474, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
obj13784,47, Private,206659, Some-college,10, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
obj13785,73, ?,191394, Prof-school,15, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
obj13786,66, Private,244661, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
obj13787,53, Private,47396, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
obj13788,43, State-gov,270721, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
obj13789,57, State-gov,32694, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
obj13790,44, Private,171256, Assoc-acdm,12, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,45, United-States, <=50K
obj13791,59, Private,169982, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2002,50, United-States, <=50K
obj13792,52, Self-emp-not-inc,217210, HS-grad,9, Widowed, Other-service, Other-relative, Black, Female,0,0,40, United-States, <=50K
obj13793,46, Private,218329, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
obj13794,20, Private,386643, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
obj13795,37, Federal-gov,125933, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
obj13796,41, Self-emp-not-inc,155767, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
obj13797,39, Federal-gov,432555, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,1628,40, United-States, <=50K
obj13798,30, Private,54929, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
obj13799,59, Private,162136, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,56, United-States, <=50K
obj13800,22, Private,256504, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
obj13801,40, Private,162098, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
obj13802,39, Self-emp-not-inc,103110, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
obj13803,24, Private,227610, 10th,6, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,58, United-States, <=50K
obj13804,63, Private,176696, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
obj13805,51, Private,220019, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
obj13806,34, Self-emp-inc,242984, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
obj13807,38, Private,187847, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
obj13808,17, Private,132636, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
obj13809,20, Private,108887, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
obj13810,42, Self-emp-not-inc,195897, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
obj13811,41, Private,112181, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female,0,0,12, United-States, >50K
obj13812,56, Local-gov,391926, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
obj13813,17, Private,195505, 10th,6, Never-married, Sales, Own-child, White, Male,0,0,5, United-States, <=50K
obj13814,31, Private,43819, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688,0,43, United-States, >50K
obj13815,23, Private,145389, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, <=50K
obj13816,33, ?,186824, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
obj13817,36, Local-gov,101833, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
obj13818,37, Private,82283, 5th-6th,3, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, ?, <=50K
obj13819,52, Private,99602, HS-grad,9, Separated, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
obj13820,28, Private,213276, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
obj13821,59, Private,424468, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, ?, <=50K
obj13822,30, Private,176123, 10th,6, Never-married, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
obj13823,32, Private,38797, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
obj13824,30, Private,101859, 7th-8th,4, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
obj13825,53, Private,87158, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
obj13826,54, Self-emp-not-inc,205066, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States, <=50K
obj13827,26, Private,56929, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,50, ?, <=50K
obj13828,34, Private,25322, Bachelors,13, Married-spouse-absent, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,2339,40, ?, <=50K
obj13829,31, Private,87950, Assoc-voc,11, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
obj13830,34, Private,150154, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
obj13831,58, Private,142076, HS-grad,9, Divorced, Tech-support, Not-in-family, White, Male,4787,0,39, United-States, >50K
obj13832,30, State-gov,112139, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
obj13833,53, Private,149217, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
obj13834,27, Private,189974, Some-college,10, Divorced, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
obj13835,23, Private,109199, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
obj13836,24, Private,190290, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
obj13837,36, Private,189404, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1977,35, United-States, >50K
obj13838,33, Federal-gov,428271, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
obj13839,22, State-gov,134192, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,0,10, United-States, <=50K
obj13840,47, Private,168211, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
obj13841,34, Private,277314, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, Black, Male,0,1902,50, United-States, >50K
obj13842,44, Federal-gov,316120, Prof-school,15, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
obj13843,41, Private,107276, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
obj13844,45, ?,112453, HS-grad,9, Separated, ?, Not-in-family, Asian-Pac-Islander, Male,0,0,4, United-States, <=50K
obj13845,24, Private,346909, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, Mexico, <=50K
obj13846,65, ?,105017, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
obj13847,45, Private,317360, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K
obj13848,23, Private,189017, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,55, United-States, <=50K
obj13849,54, Private,138179, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
obj13850,40, Private,299813, 11th,7, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,37, Dominican-Republic, <=50K
obj13851,45, Private,265083, 5th-6th,3, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,35, Mexico, <=50K
obj13852,50, Private,185846, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
obj13853,40, Private,184655, Assoc-acdm,12, Never-married, Other-service, Other-relative, White, Male,0,0,25, United-States, <=50K
obj13854,24, Private,200295, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
obj13855,42, Private,117319, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1672,40, United-States, <=50K
obj13856,50, Private,63000, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
obj13857,58, Self-emp-not-inc,106942, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
obj13858,47, Private,52795, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,46, United-States, <=50K
obj13859,37, Private,51264, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,99, France, >50K
obj13860,37, Self-emp-not-inc,410919, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
obj13861,22, Private,105592, Assoc-acdm,12, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
obj13862,29, Self-emp-not-inc,183151, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
obj13863,45, Private,209912, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
obj13864,49, Self-emp-not-inc,275845, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
obj13865,44, Local-gov,241851, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,4386,0,40, United-States, >50K
obj13866,72, Private,89299, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,16, United-States, <=50K
